date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,nom_commune,code_departement,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-01-04,Vente,425000,72,,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,4,58.03,5,,,,,,,,2,2,Appartement,58,3,,,,,,2.496461,48.795401
2023-01-04,Vente,425000,72,,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,4,58.03,5,,,,,,,,2,3,Dépendance,,0,,,,,,2.496461,48.795401
2023-01-04,Vente,425000,72,,RUE DELERUE,94100,Saint-Maur-des-Fossés,94,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496461,48.795401
2023-01-03,Vente,451000,1,,RUE DE PROVENCE,94100,Saint-Maur-des-Fossés,94,94,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.475369,48.810687
2023-01-03,Vente,451000,1,,RUE DE PROVENCE,94100,Saint-Maur-des-Fossés,94,41,70.57,,,,,,,,,1,2,Appartement,72,3,,,,,,2.475369,48.810687
2023-01-05,Vente,354000,21,,AV THIERS,94210,Saint-Maur-des-Fossés,94,5,33.09,,,,,,,,,1,2,Appartement,34,2,,,,,,2.516577,48.804704
2023-01-05,Vente,354000,21,,AV THIERS,94210,Saint-Maur-des-Fossés,94,13,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.516577,48.804704
2023-01-05,Vente,820000,7,,AV DE L ARC,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,75,3,S,sols,,,356,2.491041,48.807126
2023-01-05,Vente,640000,8,,VLA LUCIA,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,86,5,S,sols,,,330,2.48003,48.80527
2023-01-05,Vente,640000,8,,VLA LUCIA,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,330,2.48003,48.80527
2023-01-05,Vente,640000,8,,VLA LUCIA,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,330,2.48003,48.80527
2023-01-06,Vente,21000,18,,AV DE CHANZY,94210,Saint-Maur-des-Fossés,94,44,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.514974,48.791055
2023-01-06,Vente,517000,65,,RUE VIOLLET LE DUC,94210,Saint-Maur-des-Fossés,94,31,,42,83,,,,,,,2,3,Dépendance,,0,,,,,,2.5079,48.802645
2023-01-06,Vente,517000,64,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,101,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.5079,48.802645
2023-01-06,Vente,517000,65,,RUE VIOLLET LE DUC,94210,Saint-Maur-des-Fossés,94,31,,42,83,,,,,,,2,2,Appartement,87,4,,,,,,2.5079,48.802645
2023-01-06,Vente,235000,74,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,4,42.67,,,,,,,,,1,2,Appartement,43,2,,,,,,2.511982,48.794064
2023-01-10,Vente en l'état futur d'achèvement,554795,47,,AV LOUIS BLANC,94210,Saint-Maur-des-Fossés,94,52,,,,,,,,,,1,,,,,,,,,,2.499428,48.794874
2023-01-10,Vente en l'état futur d'achèvement,554795,47,,AV LOUIS BLANC,94210,Saint-Maur-des-Fossés,94,27,,,,,,,,,,1,,,,,,,,,,2.499428,48.794874
2023-01-04,Vente,438000,25,,AV SAINT LOUIS,94210,Saint-Maur-des-Fossés,94,106,76.17,136,,,,,,,,2,3,Dépendance,,0,,,,,,2.50746,48.788562
2023-01-04,Vente,438000,25,,AV SAINT LOUIS,94210,Saint-Maur-des-Fossés,94,246,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.50746,48.788562
2023-01-04,Vente,438000,25,,AV SAINT LOUIS,94210,Saint-Maur-des-Fossés,94,106,76.17,136,,,,,,,,2,2,Appartement,79,3,,,,,,2.50746,48.788562
2023-01-10,Vente,423000,49,,RUE LEDRU ROLLIN,94100,Saint-Maur-des-Fossés,94,163,,180,65.31,,,,,,,2,3,Dépendance,,0,,,,,,2.484602,48.794428
2023-01-10,Vente,423000,80,,RUE GARIBALDI,94100,Saint-Maur-des-Fossés,94,107,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484602,48.794428
2023-01-10,Vente,423000,49,,RUE LEDRU ROLLIN,94100,Saint-Maur-des-Fossés,94,163,,180,65.31,,,,,,,2,2,Appartement,66,3,,,,,,2.484602,48.794428
2023-01-10,Vente,275000,7,,RUE DU PETIT BEAUBOURG,94100,Saint-Maur-des-Fossés,94,251,63.2,274,,,,,,,,2,3,Dépendance,,0,,,,,,2.473618,48.813636
2023-01-10,Vente,275000,7,,RUE DU PETIT BEAUBOURG,94100,Saint-Maur-des-Fossés,94,251,63.2,274,,,,,,,,2,2,Appartement,62,4,,,,,,2.473618,48.813636
2023-01-11,Vente,204000,18,,AV DU GENERAL LECLERC,94100,Saint-Maur-des-Fossés,94,122,36.12,47,,,,,,,,2,3,Dépendance,,0,,,,,,2.489625,48.804906
2023-01-11,Vente,204000,18,,AV DU GENERAL LECLERC,94100,Saint-Maur-des-Fossés,94,122,36.12,47,,,,,,,,2,2,Appartement,38,1,,,,,,2.489625,48.804906
2023-01-10,Vente,350000,56,,AV DU MIDI,94100,Saint-Maur-des-Fossés,94,400,72.4,415,,,,,,,,2,3,Dépendance,,0,,,,,,2.501849,48.798717
2023-01-10,Vente,350000,56,,AV DU MIDI,94100,Saint-Maur-des-Fossés,94,400,72.4,415,,,,,,,,2,2,Appartement,76,3,,,,,,2.501849,48.798717
2023-01-10,Vente en l'état futur d'achèvement,525000,63,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,29,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.504758,48.791773
2023-01-10,Vente en l'état futur d'achèvement,525000,63,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.504758,48.791773
2023-01-10,Vente en l'état futur d'achèvement,525000,63,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,4,,,,,,,,,,1,2,Appartement,67,2,,,,,,2.504758,48.791773
2023-01-05,Vente,504000,51,,QUAI WINSTON CHURCHILL,94210,Saint-Maur-des-Fossés,94,33,85.55,7,,,,,,,,2,3,Dépendance,,0,,,,,,2.52141,48.794312
2023-01-05,Vente,504000,51,,QUAI WINSTON CHURCHILL,94210,Saint-Maur-des-Fossés,94,33,85.55,7,,,,,,,,2,2,Appartement,83,3,,,,,,2.52141,48.794312
2023-01-05,Vente,504000,51,,QUAI WINSTON CHURCHILL,94210,Saint-Maur-des-Fossés,94,76,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.52141,48.794312
2023-01-12,Vente,324000,4,,AV DU BUISSON,94100,Saint-Maur-des-Fossés,94,14,52.3,8,,,,,,,,2,2,Appartement,55,2,,,,,,2.502278,48.802536
2023-01-12,Vente,324000,4,,AV DU BUISSON,94100,Saint-Maur-des-Fossés,94,14,52.3,8,,,,,,,,2,3,Dépendance,,0,,,,,,2.502278,48.802536
2023-01-11,Vente,25000,2,,AV DU MIDI,94100,Saint-Maur-des-Fossés,94,131,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.494418,48.802149
2023-01-12,Vente,391290,90,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,19,75.69,35,,,,,,,,2,2,Appartement,75,4,,,,,,2.500209,48.7885
2023-01-12,Vente,391290,90,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,164,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.500209,48.7885
2023-01-12,Vente,391290,90,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,19,75.69,35,,,,,,,,2,3,Dépendance,,0,,,,,,2.500209,48.7885
2023-01-06,Vente,445000,14,,RUE ARISTIDE BRIAND,94100,Saint-Maur-des-Fossés,94,2,,47,,80,,,,,,3,2,Appartement,94,5,,,,,,2.483516,48.796841
2023-01-06,Vente,445000,14,,RUE ARISTIDE BRIAND,94100,Saint-Maur-des-Fossés,94,2,,47,,80,,,,,,3,3,Dépendance,,0,,,,,,2.483516,48.796841
2023-01-06,Vente,445000,14,,RUE ARISTIDE BRIAND,94100,Saint-Maur-des-Fossés,94,2,,47,,80,,,,,,3,3,Dépendance,,0,,,,,,2.483516,48.796841
2023-01-06,Vente,445000,14,,RUE ARISTIDE BRIAND,94100,Saint-Maur-des-Fossés,94,112,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483516,48.796841
2023-01-09,Vente en l'état futur d'achèvement,15000,121,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.519428,48.791725
2023-01-11,Vente en l'état futur d'achèvement,369400,21,B,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,1046,,,,,,,,,,1,,,,,,,,,,2.49578,48.786724
2023-01-11,Vente en l'état futur d'achèvement,369400,21,B,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,1115,,,,,,,,,,1,,,,,,,,,,2.49578,48.786724
2023-01-12,Vente,321500,127,,AV DU CENTENAIRE,94210,Saint-Maur-des-Fossés,94,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510141,48.806042
2023-01-12,Vente,321500,9,,RUE ADAM,94210,Saint-Maur-des-Fossés,94,13,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510141,48.806042
2023-01-12,Vente,321500,9,,RUE ADAM,94210,Saint-Maur-des-Fossés,94,3,47.27,,,,,,,,,1,2,Appartement,45,2,,,,,,2.510141,48.806042
2023-01-13,Vente,460000,1,,RUE VIOLLET LE DUC,94210,Saint-Maur-des-Fossés,94,16,67.41,40,,,,,,,,2,2,Appartement,67,3,,,,,,2.504843,48.797667
2023-01-13,Vente,460000,1,,RUE VIOLLET LE DUC,94210,Saint-Maur-des-Fossés,94,50,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.504843,48.797667
2023-01-13,Vente,460000,1,,RUE VIOLLET LE DUC,94210,Saint-Maur-des-Fossés,94,16,67.41,40,,,,,,,,2,3,Dépendance,,0,,,,,,2.504843,48.797667
2023-01-13,Vente,251873.77,40,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,119,50.19,164,,,,,,,,2,3,Dépendance,,0,,,,,,2.483641,48.786885
2023-01-13,Vente,251873.77,40,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,119,50.19,164,,,,,,,,2,2,Appartement,54,2,,,,,,2.483641,48.786885
2023-01-13,Vente,251873.77,40,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,193,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483641,48.786885
2023-01-16,Vente,191000,17,,RUE DUSSAULT,94100,Saint-Maur-des-Fossés,94,230,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.477997,48.800343
2023-01-16,Vente,191000,17,,RUE DUSSAULT,94100,Saint-Maur-des-Fossés,94,226,31.16,,,,,,,,,1,2,Appartement,35,1,,,,,,2.477997,48.800343
2023-01-16,Vente,191000,17,,RUE DUSSAULT,94100,Saint-Maur-des-Fossés,94,226,31.16,,,,,,,,,1,3,Dépendance,,0,,,,,,2.477997,48.800343
2023-01-13,Vente,732500,4,,RUE DES PAVILLONS,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,301,2.481154,48.795446
2023-01-13,Vente,732500,4,,RUE DES PAVILLONS,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,96,4,S,sols,,,301,2.481154,48.795446
2023-01-13,Vente,1174700,6,T,PL DES MARRONNIERS,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,124,5,S,sols,,,320,2.498213,48.804792
2023-01-11,Vente,511500,85,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,17,84.99,54,,,,,,,,2,3,Dépendance,,0,,,,,,2.50888,48.790498
2023-01-11,Vente,511500,85,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,17,84.99,54,,,,,,,,2,2,Appartement,85,4,,,,,,2.50888,48.790498
2023-01-11,Vente,511500,85,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,34,,35,,,,,,,,2,3,Dépendance,,0,,,,,,2.50888,48.790498
2023-01-17,Vente,306000,35,,AV MAHIEU,94100,Saint-Maur-des-Fossés,94,51,55.8,52,,,,,,,,2,2,Appartement,54,3,,,,,,2.4771,48.810576
2023-01-17,Vente,306000,35,,AV MAHIEU,94100,Saint-Maur-des-Fossés,94,51,55.8,52,,,,,,,,2,3,Dépendance,,0,,,,,,2.4771,48.810576
2023-01-16,Vente,460000,1,B,RUE CHAPPELIER,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,69,3,S,sols,,,131,2.510338,48.79808
