date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,nom_commune,code_departement,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-01-04,Vente,380384,57,,AV GABRIEL PERI,94100,Saint-Maur-des-Fossés,94,7,,,,,,,,,1,3,Dépendance,,0,,,,,,2.488262,48.810986
2024-01-04,Vente,380384,57,,AV GABRIEL PERI,94100,Saint-Maur-des-Fossés,94,116,,131,,,,,,,2,2,Appartement,61,3,,,,,,2.488262,48.810986
2024-01-05,Vente en l'état futur d'achèvement,473000,153,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,113,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-01-05,Vente en l'état futur d'achèvement,473000,153,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,146,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-01-05,Vente en l'état futur d'achèvement,473000,153,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,18,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-01-10,Vente en l'état futur d'achèvement,465000,153,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,121,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-01-10,Vente en l'état futur d'achèvement,465000,153,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,142,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-01-10,Vente en l'état futur d'achèvement,465000,153,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,9,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-01-08,Vente,269300,15,B,RUE ETIENNE DOLET,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,44,2,S,sols,,,77,2.485991,48.789263
2024-01-10,Vente,64000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,467,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2024-01-10,Vente,64000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,477,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2024-01-10,Vente,64000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,447,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2024-01-10,Vente,64000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,458,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2024-01-10,Vente,64000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,469,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2024-01-10,Vente,64000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,476,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2024-01-10,Vente,64000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,475,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2024-01-10,Vente,64000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,443,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2024-01-04,Vente,371700,1,,RUE BOILEAU,94210,Saint-Maur-des-Fossés,94,5,,9,56.18,,,,,,2,3,Dépendance,,0,,,,,,2.510064,48.808955
2024-01-04,Vente,371700,1,,RUE BOILEAU,94210,Saint-Maur-des-Fossés,94,16,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510064,48.808955
2024-01-04,Vente,371700,1,,RUE BOILEAU,94210,Saint-Maur-des-Fossés,94,5,,9,56.18,,,,,,2,2,Appartement,60,3,,,,,,2.510064,48.808955
2024-01-10,Vente en l'état futur d'achèvement,795000,57,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,22,,,,,,,,,1,,,,,,,,,,2.509511,48.795471
2024-01-10,Vente en l'état futur d'achèvement,795000,57,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,71,,,,,,,,,1,,,,,,,,,,2.509511,48.795471
2024-01-15,Vente,1040000,12,,RUE DU TEMPLE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,155,5,S,sols,,,452,2.481366,48.804369
2024-01-15,Vente,1040000,12,,RUE DU TEMPLE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,452,2.481366,48.804369
2024-01-12,Vente,550000,2,,AV DE LA TOURELLE,94100,Saint-Maur-des-Fossés,94,20,60.72,,,,,,,,1,2,Appartement,61,2,,,,,,2.484964,48.805655
2024-01-12,Vente,550000,2,B,AV DE LA TOURELLE,94100,Saint-Maur-des-Fossés,94,120,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484964,48.805655
2024-01-12,Vente,368000,40,,AV DU NORD,94100,Saint-Maur-des-Fossés,94,64,,7,74.39,,,,,,2,2,Appartement,71,4,,,,,,2.503608,48.809044
2024-01-12,Vente,368000,40,,AV DU NORD,94100,Saint-Maur-des-Fossés,94,92,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503608,48.809044
2024-01-12,Vente,368000,40,,AV DU NORD,94100,Saint-Maur-des-Fossés,94,64,,7,74.39,,,,,,2,3,Dépendance,,0,,,,,,2.503608,48.809044
2024-01-12,Vente en l'état futur d'achèvement,340000,153,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,95,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-01-12,Vente en l'état futur d'achèvement,340000,153,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,24,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-01-12,Vente,635000,111,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,1,82.16,220,,221,,477,,,4,4,Local industriel. commercial ou assimilé,56,0,,,,,,2.518783,48.792399
2024-01-11,Vente,30000,8,,AV DU BOIS GUIMIER,94100,Saint-Maur-des-Fossés,94,84,,,,,,,,,1,3,Dépendance,,0,,,,,,2.479153,48.804026
2024-01-11,Vente,560000,29,,RUE JULES JOFFRIN,94100,Saint-Maur-des-Fossés,94,12,95.48,24,,,,,,,2,2,Appartement,95,4,,,,,,2.46692,48.808306
2024-01-11,Vente,560000,29,,RUE JULES JOFFRIN,94100,Saint-Maur-des-Fossés,94,32,,,,,,,,,1,3,Dépendance,,0,,,,,,2.46692,48.808306
2024-01-11,Vente,560000,29,,RUE JULES JOFFRIN,94100,Saint-Maur-des-Fossés,94,12,95.48,24,,,,,,,2,3,Dépendance,,0,,,,,,2.46692,48.808306
2024-01-15,Vente,25000,8,,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,302,,,,,,,,,1,3,Dépendance,,0,,,,,,2.494958,48.788246
2024-01-09,Vente,145000,75,,AV MARINVILLE,94100,Saint-Maur-des-Fossés,94,27,25.15,70,,,,,,,2,2,Appartement,28,1,,,,,,2.481106,48.80724
2024-01-09,Vente,145000,75,,AV MARINVILLE,94100,Saint-Maur-des-Fossés,94,27,25.15,70,,,,,,,2,3,Dépendance,,0,,,,,,2.481106,48.80724
2024-01-16,Vente,21250,85,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,46,,,,,,,,,1,3,Dépendance,,0,,,,,,2.515509,48.793434
2024-01-18,Vente,405660,72,,RUE SAINT HILAIRE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,45,4,S,sols,,,428,2.508352,48.786898
2024-01-18,Vente,12000,1,,RUE INKERMANN,94100,Saint-Maur-des-Fossés,94,57,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48737,48.797077
2024-01-19,Vente en l'état futur d'achèvement,30000,55,B,AV DE CONDE,94100,Saint-Maur-des-Fossés,94,340,,,,,,,,,1,,,,,,,,,,2.482272,48.810328
2024-01-19,Vente en l'état futur d'achèvement,30000,55,B,AV DE CONDE,94100,Saint-Maur-des-Fossés,94,227,,,,,,,,,1,,,,,,,,,,2.482272,48.810328
2024-01-03,Vente,320000,31,,RUE DU CHEMIN VERT,94100,Saint-Maur-des-Fossés,94,21,,,,,,,,,1,3,Dépendance,,0,,,,,,2.477728,48.80013
2024-01-03,Vente,320000,31,,RUE DU CHEMIN VERT,94100,Saint-Maur-des-Fossés,94,1,,9,,,,,,,2,3,Dépendance,,0,,,,,,2.477728,48.80013
2024-01-03,Vente,320000,31,,RUE DU CHEMIN VERT,94100,Saint-Maur-des-Fossés,94,1,,9,,,,,,,2,2,Appartement,70,3,,,,,,2.477728,48.80013
2024-01-18,Vente,816500,84,,AV DU GENERAL LECLERC,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,304,2.499213,48.806731
2024-01-18,Vente,816500,84,,AV DU GENERAL LECLERC,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,138,6,S,sols,,,304,2.499213,48.806731
2024-01-16,Vente,18000,29,,RUE SOLFERINO,94100,Saint-Maur-des-Fossés,94,16,,,,,,,,,1,3,Dépendance,,0,,,,,,2.49415,48.798476
2024-01-18,Vente,20500,1,,AV LEOPOLD SEDAR SENGHOR,94100,Saint-Maur-des-Fossés,94,347,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48648,48.804548
2024-01-17,Vente,820000,53,B,AV DE CONDE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,396,2.481171,48.810436
2024-01-17,Vente,820000,53,B,AV DE CONDE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,109,5,S,sols,,,396,2.481171,48.810436
2024-01-05,Vente,150000,55,,AV MISS CAVELL,94100,Saint-Maur-des-Fossés,94,1,31.22,6,,,,,,,2,2,Appartement,25,2,,,,,,2.49323,48.799712
2024-01-05,Vente,700000,21,B,RUE SAINT LEONARD,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,86,5,S,sols,,,307,2.519415,48.797736
2024-01-05,Vente,837000,24,,RUE MAURICE BARRES,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,80,4,S,sols,,,440,2.517167,48.795795
2024-01-23,Vente en l'état futur d'achèvement,20000,88,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,106,12.42,,,,,,,,1,,,,,,,,,,2.509009,48.804756
2024-01-22,Vente,170000,10,,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,3,,4,56.1,,,,,,2,2,Appartement,60,2,,,,,,2.494797,48.788115
2024-01-08,Vente,190000,82,,AV PIERRE SEMARD,94210,Saint-Maur-des-Fossés,94,11,,,,,,,,,1,2,Appartement,47,3,,,,,,2.511868,48.803064
2024-01-08,Vente,190000,82,,AV PIERRE SEMARD,94210,Saint-Maur-des-Fossés,94,22,,,,,,,,,1,3,Dépendance,,0,,,,,,2.511868,48.803064
2024-01-19,Vente,290000,25,,RUE LAFAYETTE,94210,Saint-Maur-des-Fossés,94,132,69.05,143,,,,,,,2,3,Dépendance,,0,,,,,,2.514668,48.803132
2024-01-19,Vente,290000,25,,RUE LAFAYETTE,94210,Saint-Maur-des-Fossés,94,225,,,,,,,,,1,3,Dépendance,,0,,,,,,2.514668,48.803132
2024-01-19,Vente,290000,25,,RUE LAFAYETTE,94210,Saint-Maur-des-Fossés,94,132,69.05,143,,,,,,,2,2,Appartement,68,3,,,,,,2.514668,48.803132
2024-01-17,Vente,1450000,55,,AV DE CONDE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,60,0,S,sols,,,422,2.481405,48.810419
2024-01-17,Vente,1450000,55,,AV DE CONDE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,146,4,S,sols,,,422,2.481405,48.810419
2024-01-22,Vente,211000,44,,RUE DES COTEAUX,94100,Saint-Maur-des-Fossés,94,12,,,,,,,,,1,3,Dépendance,,0,,,,,,2.473797,48.791171
2024-01-22,Vente,211000,44,,RUE DES COTEAUX,94100,Saint-Maur-des-Fossés,94,40,,65,42.97,,,,,,2,3,Dépendance,,0,,,,,,2.473797,48.791171
2024-01-22,Vente,211000,44,,RUE DES COTEAUX,94100,Saint-Maur-des-Fossés,94,40,,65,42.97,,,,,,2,2,Appartement,40,2,,,,,,2.473797,48.791171
2024-01-23,Vente en l'état futur d'achèvement,30000,153,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,100,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-01-18,Vente,275000,71,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,32,61.88,59,,,,,,,2,2,Appartement,63,1,,,,,,2.472436,48.802301
2024-01-18,Vente,275000,71,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,13,,,,,,,,,1,3,Dépendance,,0,,,,,,2.472436,48.802301
2024-01-18,Vente,275000,71,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,32,61.88,59,,,,,,,2,3,Dépendance,,0,,,,,,2.472436,48.802301
2024-01-18,Vente,700000,54,,AV CARNOT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,455,2.486843,48.799775
2024-01-18,Vente,700000,54,,AV CARNOT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,207,0,S,sols,,,455,2.486843,48.799775
2024-01-18,Vente,700000,54,,AV CARNOT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,38,2,S,sols,,,455,2.486843,48.799775
2024-01-18,Vente,700000,54,,AV CARNOT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,122,0,S,sols,,,455,2.486843,48.799775
2024-01-18,Vente,700000,54,,AV CARNOT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,19,1,S,sols,,,455,2.486843,48.799775
2024-01-18,Vente,700000,54,,AV CARNOT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,2,Appartement,40,3,S,sols,,,455,2.486843,48.799775
2024-01-12,Vente,1351100,6,,AV FRANCIS BERTHIER,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,170,5,S,sols,,,531,2.486666,48.809746
2024-01-29,Vente,1900000,76,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,266,2.508193,48.790092
2024-01-29,Vente,1900000,76,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,266,2.508193,48.790092
2024-01-29,Vente,1900000,76,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,110,5,AG,terrains d'agrément,,,701,2.508193,48.790092
2024-01-29,Vente,1900000,76,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,110,5,S,sols,,,266,2.508193,48.790092
2024-01-29,Vente,1900000,76,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,,,701,2.508193,48.790092
2024-01-29,Vente,1900000,76,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,,,701,2.508193,48.790092
2024-01-29,Vente,1668500,141,,QUAI WINSTON CHURCHILL,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,304,8,S,sols,,,736,2.521558,48.803817
2024-01-29,Vente,1668500,141,,QUAI WINSTON CHURCHILL,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,736,2.521558,48.803817
2024-01-29,Vente,2250000,74,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,164,6,S,sols,,,280,2.507975,48.790109
2024-01-29,Vente,2250000,74,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,164,6,J,jardins,POTAG,Jardin potager,510,2.507975,48.790109
2024-01-29,Vente,2250000,74,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,510,2.507975,48.790109
2024-01-29,Vente,2250000,74,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,510,2.507975,48.790109
2024-01-29,Vente,2250000,74,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,280,2.507975,48.790109
2024-01-29,Vente,2250000,74,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,280,2.507975,48.790109
2024-01-29,Vente,1200000,72,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,107,4,S,sols,,,698,2.507844,48.790288
2024-01-29,Vente,1200000,72,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,698,2.507844,48.790288
2024-01-26,Vente,168000,11,,AV DES SORBIERS,94210,Saint-Maur-des-Fossés,94,130,33.36,50,,,,,,,2,2,Appartement,34,1,,,,,,2.498729,48.787969
2024-01-26,Vente,168000,11,,AV DES SORBIERS,94210,Saint-Maur-des-Fossés,94,80,,,,,,,,,1,3,Dépendance,,0,,,,,,2.498729,48.787969
2024-01-26,Vente,168000,11,,AV DES SORBIERS,94210,Saint-Maur-des-Fossés,94,130,33.36,50,,,,,,,2,3,Dépendance,,0,,,,,,2.498729,48.787969
2024-01-31,Vente,606000,42,B,BD RABELAIS,94100,Saint-Maur-des-Fossés,94,205,89.67,228,,,,,,,2,3,Dépendance,,0,,,,,,2.48148,48.805486
2024-01-31,Vente,606000,42,B,BD RABELAIS,94100,Saint-Maur-des-Fossés,94,241,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48148,48.805486
2024-01-31,Vente,606000,42,B,BD RABELAIS,94100,Saint-Maur-des-Fossés,94,205,89.67,228,,,,,,,2,2,Appartement,90,4,,,,,,2.48148,48.805486
2024-01-29,Vente,301000,18,,AV DE LA TOURELLE,94100,Saint-Maur-des-Fossés,94,19,,9,56.02,,,,,,2,3,Dépendance,,0,,,,,,2.487121,48.806201
2024-01-29,Vente,301000,18,,AV DE LA TOURELLE,94100,Saint-Maur-des-Fossés,94,30,,,,,,,,,1,3,Dépendance,,0,,,,,,2.487121,48.806201
2024-01-29,Vente,301000,18,,AV DE LA TOURELLE,94100,Saint-Maur-des-Fossés,94,19,,9,56.02,,,,,,2,2,Appartement,58,3,,,,,,2.487121,48.806201
2024-01-29,Vente,301000,18,,AV DE LA TOURELLE,94100,Saint-Maur-des-Fossés,94,19,,9,56.02,,,,,,2,3,Dépendance,,0,,,,,,2.487121,48.806201
2024-01-29,Vente,165000,3,,AV DE LA CONVENTION,94210,Saint-Maur-des-Fossés,94,10,16.45,,,,,,,,1,3,Dépendance,,0,,,,,,2.509221,48.804708
2024-01-29,Vente,165000,3,,AV DE LA CONVENTION,94210,Saint-Maur-des-Fossés,94,10,16.45,,,,,,,,1,2,Appartement,104,5,,,,,,2.509221,48.804708
2024-01-24,Vente,30000,62,,AV DU BAC,94210,Saint-Maur-des-Fossés,94,20,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510349,48.794647
2024-01-08,Vente,138000,4,,AV DE BRETAGNE,94100,Saint-Maur-des-Fossés,94,126,,76,27.67,,,,,,2,2,Appartement,30,1,,,,,,2.48245,48.806582
2024-01-08,Vente,138000,4,,AV DE BRETAGNE,94100,Saint-Maur-des-Fossés,94,126,,76,27.67,,,,,,2,3,Dépendance,,0,,,,,,2.48245,48.806582
2024-01-29,Vente en l'état futur d'achèvement,400000,8,,RUE GEORGES CLEMENCEAU,94210,Saint-Maur-des-Fossés,94,8,,,,,,,,,1,2,Appartement,43,2,,,,,,2.517595,48.793398
2024-01-29,Vente en l'état futur d'achèvement,400000,8,,RUE GEORGES CLEMENCEAU,94210,Saint-Maur-des-Fossés,94,36,,,,,,,,,1,3,Dépendance,,0,,,,,,2.517595,48.793398
2024-01-29,Vente,15000,36,,AV DE LA REPUBLIQUE,94100,Saint-Maur-des-Fossés,94,31,,,,,,,,,1,3,Dépendance,,0,,,,,,2.485762,48.801227
2024-01-05,Vente,219500,71,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,21,,,,,,,,,1,3,Dépendance,,0,,,,,,2.472436,48.802301
2024-01-05,Vente,219500,71,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,41,36.35,68,,,,,,,2,3,Dépendance,,0,,,,,,2.472436,48.802301
2024-01-05,Vente,219500,71,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,41,36.35,68,,,,,,,2,2,Appartement,35,2,,,,,,2.472436,48.802301
2024-01-25,Vente en l'état futur d'achèvement,537000,30,,RUE DE LA VARENNE,94100,Saint-Maur-des-Fossés,94,111,,,,,,,,,1,3,Dépendance,,0,,,,,,2.474926,48.807086
2024-01-25,Vente en l'état futur d'achèvement,537000,30,,RUE DE LA VARENNE,94100,Saint-Maur-des-Fossés,94,5,,,,,,,,,1,2,Appartement,50,3,,,,,,2.474926,48.807086
2024-01-31,Vente,550000,4,,QUAI DU PARC,94100,Saint-Maur-des-Fossés,94,74,,,,,,,,,1,3,Dépendance,,0,,,,,,2.491243,48.810374
2024-01-31,Vente,550000,4,,QUAI DU PARC,94100,Saint-Maur-des-Fossés,94,110,,98,113.57,,,,,,2,3,Dépendance,,0,,,,,,2.491243,48.810374
2024-01-31,Vente,550000,4,,QUAI DU PARC,94100,Saint-Maur-des-Fossés,94,110,,98,113.57,,,,,,2,2,Appartement,113,4,,,,,,2.491243,48.810374
2024-01-26,Vente,946690,25,,AV DU ONZE NOVEMBRE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,1,Maison,244,6,S,sols,,,696,2.513342,48.806901
2024-01-26,Vente,946690,25,,AV DU ONZE NOVEMBRE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,696,2.513342,48.806901
2024-02-01,Vente,300000,5,,LES LOGIS DE LA PIE,94100,Saint-Maur-des-Fossés,94,13,65.77,83,,,,,,,2,3,Dépendance,,0,,,,,,2.476874,48.787872
2024-02-01,Vente,300000,5,,LES LOGIS DE LA PIE,94100,Saint-Maur-des-Fossés,94,163,,,,,,,,,1,3,Dépendance,,0,,,,,,2.476874,48.787872
2024-02-01,Vente,300000,5,,LES LOGIS DE LA PIE,94100,Saint-Maur-des-Fossés,94,13,65.77,83,,,,,,,2,2,Appartement,65,3,,,,,,2.476874,48.787872
2024-01-23,Vente,325500,69,,RUE GARIBALDI,94100,Saint-Maur-des-Fossés,94,156,,,,,,,,,1,3,Dépendance,,0,,,,,,2.482007,48.797485
2024-01-23,Vente,325500,78,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,102,,53,63.48,,,,,,2,3,Dépendance,,0,,,,,,2.482007,48.797485
2024-01-23,Vente,325500,78,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,102,,53,63.48,,,,,,2,2,Appartement,56,3,,,,,,2.482007,48.797485
2024-01-31,Vente en l'état futur d'achèvement,470900,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,44,,,,,,,,,1,2,Appartement,66,3,,,,,,2.486191,48.793031
2024-01-31,Vente en l'état futur d'achèvement,470900,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,106,,,,,,,,,1,3,Dépendance,,0,,,,,,2.486191,48.793031
2024-01-31,Vente en l'état futur d'achèvement,470900,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,224,,,,,,,,,1,3,Dépendance,,0,,,,,,2.486191,48.793031
2024-01-31,Vente en l'état futur d'achèvement,314405,21,B,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,1014,,,,,,,,,1,,,,,,,,,,2.49578,48.786724
2024-01-31,Vente en l'état futur d'achèvement,314405,21,B,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,1102,,,,,,,,,1,,,,,,,,,,2.49578,48.786724
