date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,nom_commune,code_departement,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-01-11,Vente,524000,93,,AV BEAUREPAIRE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,91,4,S,sols,,,246,2.47973,48.787985
2021-01-08,Vente,260000,62,,AV MAHIEU,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,82,4,S,sols,,,228,2.477482,48.809696
2021-01-12,Vente,38000,34,,AV FOCH,94100,Saint-Maur-des-Fossés,94,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.489331,48.803135
2021-01-08,Vente,170000,16,B,AV ALBERT 1ER,94210,Saint-Maur-des-Fossés,94,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.508381,48.788811
2021-01-08,Vente,170000,16,B,AV ALBERT 1ER,94210,Saint-Maur-des-Fossés,94,18,40.37,,,,,,,,,1,2,Appartement,41,2,,,,,,2.508381,48.788811
2021-01-08,Vente,35000,26,,AV CAFFIN,94210,Saint-Maur-des-Fossés,94,67,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503015,48.792728
2021-01-08,Vente,35000,26,,AV CAFFIN,94210,Saint-Maur-des-Fossés,94,27,,57,,,,,,,,2,2,Appartement,62,3,,,,,,2.503015,48.792728
2021-01-12,Vente,13000,1,,PAS MONNIOT,94210,Saint-Maur-des-Fossés,94,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.519353,48.790759
2021-01-07,Vente,574300,13,,AV DU COMMANDANT RIVIERE,94210,Saint-Maur-des-Fossés,94,95,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510041,48.796439
2021-01-07,Vente,574300,13,,AV DU COMMANDANT RIVIERE,94210,Saint-Maur-des-Fossés,94,17,,7,107.07,,,,,,,2,2,Appartement,109,4,,,,,,2.510041,48.796439
2021-01-11,Vente en l'état futur d'achèvement,415000,53,,AV FRANCOIS ADAM,94100,Saint-Maur-des-Fossés,94,20,,,,,,,,,,1,2,Appartement,68,3,,,,,,2.496279,48.791406
2021-01-12,Vente en l'état futur d'achèvement,340309,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,8,,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2021-01-12,Vente en l'état futur d'achèvement,340309,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,176,,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2021-01-08,Vente,600000,9,,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,4,,,,,,,,,,1,2,Appartement,50,2,,,,,,2.495716,48.787973
2021-01-08,Vente,600000,9,,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,6,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,23,0,,,,,,2.495716,48.787973
2021-01-08,Vente,600000,9,,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,6,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.495716,48.787973
2021-01-08,Vente,600000,9,,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,6,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,18,0,,,,,,2.495716,48.787973
2021-01-08,Vente,600000,9,,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,6,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,13,0,,,,,,2.495716,48.787973
2021-01-08,Vente,600000,9,,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,52,,53,,59,,6,,,,4,4,Local industriel. commercial ou assimilé,229,0,,,,,,2.495716,48.787973
2021-01-08,Vente,600000,9,,AV DE L ALMA,94210,Saint-Maur-des-Fossés,94,2,,3,,4,,5,,60,,9,4,Local industriel. commercial ou assimilé,162,0,,,,,,2.495716,48.787973
2021-01-12,Vente en l'état futur d'achèvement,178065,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,154,,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2021-01-12,Vente en l'état futur d'achèvement,178065,81,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,21,,,,,,,,,,1,,,,,,,,,,2.472673,48.800779
2021-01-05,Vente,228000,3,,AV DE CHANZY,94210,Saint-Maur-des-Fossés,94,105,41.4,237,,,,,,,,2,2,Appartement,38,1,,,,,,2.514191,48.792059
2021-01-15,Vente,245000,11,,RUE PAUL DEROULEDE,94100,Saint-Maur-des-Fossés,94,40,53.37,74,,,,,,,,2,2,Appartement,55,3,,,,,,2.484202,48.789485
2021-01-14,Vente en l'état futur d'achèvement,125000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,258,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-14,Vente en l'état futur d'achèvement,125000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,204,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-14,Vente en l'état futur d'achèvement,125000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,182,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-14,Vente en l'état futur d'achèvement,125000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,274,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-14,Vente en l'état futur d'achèvement,125000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,259,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-14,Vente en l'état futur d'achèvement,120000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,256,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-14,Vente en l'état futur d'achèvement,120000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,240,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-14,Vente en l'état futur d'achèvement,120000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,257,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-14,Vente en l'état futur d'achèvement,120000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,203,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-14,Vente en l'état futur d'achèvement,120000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,181,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-06,Vente,466000,4,,QUAI DU PARC,94100,Saint-Maur-des-Fossés,94,72,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.491243,48.810374
2021-01-06,Vente,466000,4,,QUAI DU PARC,94100,Saint-Maur-des-Fossés,94,18,72.48,48,,,,,,,,2,2,Appartement,71,3,,,,,,2.491243,48.810374
2021-01-15,Vente en l'état futur d'achèvement,755000,14,,RUE CHEVALIER,94210,Saint-Maur-des-Fossés,94,9,,,,,,,,,,1,2,Appartement,102,3,,,,,,2.503652,48.790032
2021-01-15,Vente en l'état futur d'achèvement,755000,14,,RUE CHEVALIER,94210,Saint-Maur-des-Fossés,94,105,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503652,48.790032
2021-01-15,Vente en l'état futur d'achèvement,755000,14,,RUE CHEVALIER,94210,Saint-Maur-des-Fossés,94,106,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503652,48.790032
2021-01-15,Vente en l'état futur d'achèvement,755000,14,,RUE CHEVALIER,94210,Saint-Maur-des-Fossés,94,132,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503652,48.790032
2021-01-12,Vente,205000,4,,IMP DES CHALETS,94100,Saint-Maur-des-Fossés,94,204,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.47491,48.801936
2021-01-12,Vente,205000,4,,IMP DES CHALETS,94100,Saint-Maur-des-Fossés,94,104,,19,36.23,,,,,,,2,2,Appartement,35,1,,,,,,2.47491,48.801936
2021-01-14,Vente,2000,84,,QUAI DU PETIT PARC,94100,Saint-Maur-des-Fossés,94,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.489387,48.810845
2021-01-05,Vente,345200,49,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,35,,74,69.24,,,,,,,2,2,Appartement,71,3,,,,,,2.503368,48.792142
2021-01-05,Vente,345200,49,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503368,48.792142
2021-01-15,Vente,9000,27,,AV MICHELET,94210,Saint-Maur-des-Fossés,94,258,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510487,48.792122
2021-01-14,Vente en l'état futur d'achèvement,16000,71,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,54,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.482586,48.798498
2021-01-15,Vente,460000,30,,RUE ROUGET DE LISLE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,78,5,S,sols,,,137,2.48185,48.800043
2021-01-13,Vente,1100000,43,,RUE DU CHEMIN VERT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,668,2.478843,48.799901
2021-01-06,Vente en l'état futur d'achèvement,581000,1,,AV DE LATTRE DE TASSIGNY,94100,Saint-Maur-des-Fossés,94,18,,,,,,,,,,1,2,Appartement,73,3,,,,,,2.484964,48.805655
2021-01-06,Vente en l'état futur d'achèvement,581000,1,,AV DE LATTRE DE TASSIGNY,94100,Saint-Maur-des-Fossés,94,141,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484964,48.805655
2021-01-06,Vente en l'état futur d'achèvement,581000,1,,AV DE LATTRE DE TASSIGNY,94100,Saint-Maur-des-Fossés,94,100,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484964,48.805655
2021-01-18,Vente,494500,78,B,AV MARINVILLE,94100,Saint-Maur-des-Fossés,94,19,82.74,2,,22,,23,,27,,5,2,Appartement,93,3,,,,,,2.47952,48.8074
2021-01-18,Vente en l'état futur d'achèvement,799900,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,285,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-18,Vente en l'état futur d'achèvement,799900,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,147,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-18,Vente en l'état futur d'achèvement,799900,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,286,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-18,Vente en l'état futur d'achèvement,799900,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,20,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-18,Vente en l'état futur d'achèvement,48000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,273,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-18,Vente en l'état futur d'achèvement,48000,2,,AV DU MAL LYAUTEY,94100,Saint-Maur-des-Fossés,94,272,,,,,,,,,,1,,,,,,,,,,2.486191,48.793031
2021-01-19,Vente,1280000,58,T,AV DU MESNIL,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,155,7,S,sols,,,730,2.517527,48.79852
2021-01-21,Vente,15000,22,,RUE DU PONT DE CRETEIL,94100,Saint-Maur-des-Fossés,94,114,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.470467,48.807879
2021-01-21,Vente en l'état futur d'achèvement,310000,71,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,9,,,,,,,,,,1,2,Appartement,40,2,,,,,,2.482586,48.798498
2021-01-21,Vente en l'état futur d'achèvement,310000,71,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,50,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.482586,48.798498
2021-01-21,Vente,480000,17,,RUE LEON BOCQUET,94100,Saint-Maur-des-Fossés,94,76,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.485049,48.800687
2021-01-21,Vente,480000,17,,RUE LEON BOCQUET,94100,Saint-Maur-des-Fossés,94,19,67.03,39,,,,,,,,2,2,Appartement,67,3,,,,,,2.485049,48.800687
2021-01-15,Vente,1317000,122,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,14,0,S,sols,,,885,2.51493,48.788266
2021-01-15,Vente,1317000,122,,BD DE LA MARNE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,220,6,S,sols,,,885,2.51493,48.788266
2021-01-21,Vente en l'état futur d'achèvement,590000,71,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.482586,48.798498
2021-01-21,Vente en l'état futur d'achèvement,590000,71,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.482586,48.798498
2021-01-21,Vente en l'état futur d'achèvement,590000,71,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,25,,,,,,,,,,1,2,Appartement,70,3,,,,,,2.482586,48.798498
2021-01-19,Vente en l'état futur d'achèvement,448000,56,,AV DIDIER,94210,Saint-Maur-des-Fossés,94,170,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.514396,48.800136
2021-01-19,Vente en l'état futur d'achèvement,448000,56,,AV DIDIER,94210,Saint-Maur-des-Fossés,94,24,,,,,,,,,,1,2,Appartement,66,3,,,,,,2.514396,48.800136
2021-01-15,Vente en l'état futur d'achèvement,630000,1,,PAS DARTOIS BIDOT,94100,Saint-Maur-des-Fossés,94,48,,,,,,,,,,1,,,,,,,,,,2.474926,48.807086
2021-01-15,Vente en l'état futur d'achèvement,630000,1,,PAS DARTOIS BIDOT,94100,Saint-Maur-des-Fossés,94,36,,,,,,,,,,1,,,,,,,,,,2.474926,48.807086
2021-01-15,Vente en l'état futur d'achèvement,630000,1,,PAS DARTOIS BIDOT,94100,Saint-Maur-des-Fossés,94,56,,,,,,,,,,1,,,,,,,,,,2.474926,48.807086
2021-01-22,Vente,525000,86,,AV JOFFRE,94100,Saint-Maur-des-Fossés,94,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.50526,48.803807
2021-01-22,Vente,525000,86,,AV JOFFRE,94100,Saint-Maur-des-Fossés,94,16,76.99,2,,33,,,,,,3,2,Appartement,85,4,,,,,,2.50526,48.803807
2021-01-12,Vente,446500,68,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,85,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.50189,48.789825
2021-01-12,Vente,446500,68,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,18,,50,,,,,,,,2,2,Appartement,76,4,,,,,,2.50189,48.789825
2021-01-22,Vente,730000,6,,RUE DU VALLON,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,215,2.516389,48.803877
2021-01-22,Vente,730000,6,,RUE DU VALLON,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,,,,,S,sols,,,12,2.516503,48.803815
2021-01-04,Vente,455000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,113,,133,88.47,,,,,,,2,2,Appartement,87,4,,,,,,2.497135,48.79704
2021-01-04,Vente,455000,186,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,453,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.497135,48.79704
2021-01-21,Vente,22000,9,,AV FRANCIS GARNIER,94210,Saint-Maur-des-Fossés,94,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.509861,48.794034
2021-01-20,Vente,274000,37,,AV DES FALONNIERES,94210,Saint-Maur-des-Fossés,94,133,67.11,146,,,,,,,,2,2,Appartement,67,3,,,,,,2.50611,48.785957
2021-01-15,Vente en l'état futur d'achèvement,720000,34,,RUE KLEBER,94210,Saint-Maur-des-Fossés,94,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.51263,48.786873
2021-01-15,Vente en l'état futur d'achèvement,720000,34,,RUE KLEBER,94210,Saint-Maur-des-Fossés,94,1,,,,,,,,,,1,2,Appartement,67,3,,,,,,2.51263,48.786873
2021-01-15,Vente en l'état futur d'achèvement,720000,34,,RUE KLEBER,94210,Saint-Maur-des-Fossés,94,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.51263,48.786873
2021-01-15,Vente en l'état futur d'achèvement,720000,34,,RUE KLEBER,94210,Saint-Maur-des-Fossés,94,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.51263,48.786873
2021-01-25,Vente,522000,4,,VLA DES PAVILLONS,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,67,5,S,sols,,,105,2.49204,48.798554
2021-01-25,Vente,907000,23,,AV DE CHANZY,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,118,4,S,sols,,,213,2.518132,48.790306
2021-01-22,Vente,275000,3,,RUE LEON BOCQUET,94100,Saint-Maur-des-Fossés,94,22,,34,,8,48,,,,,3,2,Appartement,50,2,,,,,,2.48644,48.801487
2021-01-22,Vente,275000,3,,RUE LEON BOCQUET,94100,Saint-Maur-des-Fossés,94,53,,,,,,,,,,1,,,,,S,sols,,,1,2.48644,48.801487
2021-01-22,Vente,275000,3,,RUE LEON BOCQUET,94100,Saint-Maur-des-Fossés,94,50,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48644,48.801487
2021-01-11,Vente,22000,120,,AV PIERRE SEMARD,94210,Saint-Maur-des-Fossés,94,104,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.511246,48.80538
2021-01-14,Vente en l'état futur d'achèvement,755285,,,,,Saint-Maur-des-Fossés,94,15,,,,,,,,,,1,,,,,,,,,,2.51263,48.786873
2021-01-14,Vente en l'état futur d'achèvement,755285,,,,,Saint-Maur-des-Fossés,94,16,,,,,,,,,,1,,,,,,,,,,2.51263,48.786873
2021-01-14,Vente en l'état futur d'achèvement,755285,,,,,Saint-Maur-des-Fossés,94,3,,,,,,,,,,1,,,,,,,,,,2.51263,48.786873
2021-01-14,Vente en l'état futur d'achèvement,755285,,,,,Saint-Maur-des-Fossés,94,8,,,,,,,,,,1,,,,,,,,,,2.51263,48.786873
2021-01-14,Vente,678000,43,,RUE SAINT HILAIRE,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,76,3,S,sols,,,145,2.511293,48.788541
2021-01-19,Vente,499000,37,,AV ANDREE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,46,3,S,sols,,,187,2.483674,48.811567
2021-01-19,Vente,293000,115,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,202,44.81,219,,,,,,,,2,2,Appartement,44,2,,,,,,2.508405,48.806905
2021-01-19,Vente,293000,115,,BD DE CHAMPIGNY,94210,Saint-Maur-des-Fossés,94,235,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.508405,48.806905
2021-01-11,Vente,985000,7,,RUE DU TEMPLE,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,103,4,S,sols,,,404,2.481289,48.803967
2021-01-08,Vente,337100,119,,AV DU CENTENAIRE,94210,Saint-Maur-des-Fossés,94,4,56.91,,,,,,,,,1,2,Appartement,52,3,,,,,,2.510388,48.805042
2021-01-15,Vente en l'état futur d'achèvement,684000,3,B,RUE ANDRE BOLLIER,94100,Saint-Maur-des-Fossés,94,181,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.47291,48.804059
2021-01-15,Vente en l'état futur d'achèvement,684000,3,B,RUE ANDRE BOLLIER,94100,Saint-Maur-des-Fossés,94,84,,,,,,,,,,1,2,Appartement,99,5,,,,,,2.47291,48.804059
2021-01-25,Vente,449300,84,,QUAI DU PETIT PARC,94100,Saint-Maur-des-Fossés,94,31,,37,87.47,,,,,,,2,2,Appartement,88,3,,,,,,2.489387,48.810845
2021-01-25,Vente,449300,84,,QUAI DU PETIT PARC,94100,Saint-Maur-des-Fossés,94,78,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.489387,48.810845
2021-01-26,Vente,195000,2,,AV DU MIDI,94100,Saint-Maur-des-Fossés,94,30,,7,30.63,,,,,,,2,2,Appartement,28,1,,,,,,2.494418,48.802149
2021-01-15,Vente,571430,69,T,AV GABRIEL PERI,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,74,3,S,sols,,,614,2.490898,48.810124
2021-01-21,Vente,302000,43,,RUE MARIGNAN,94210,Saint-Maur-des-Fossés,94,12,,26,,,,,,,,2,2,Appartement,60,3,,,,,,2.512379,48.803017
2021-01-21,Vente,302000,43,,RUE MARIGNAN,94210,Saint-Maur-des-Fossés,94,40,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.512379,48.803017
2021-01-21,Vente,1248000,11,,AV DE LATTRE DE TASSIGNY,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,105,6,J,jardins,POTAG,Jardin potager,665,,
2021-01-21,Vente,1248000,11,,AV DE LATTRE DE TASSIGNY,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,105,6,S,sols,,,200,,
2021-01-14,Vente,437000,42,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503368,48.792142
2021-01-14,Vente,437000,42,,AV DE BONNEUIL,94210,Saint-Maur-des-Fossés,94,102,72.08,67,,,,,,,,2,2,Appartement,70,3,,,,,,2.503368,48.792142
2021-01-11,Vente,246000,3,,RUE DES REMISES,94100,Saint-Maur-des-Fossés,94,14,,8,53.14,,,,,,,2,2,Appartement,49,3,,,,,,2.473995,48.807123
2021-01-27,Vente,1090000,40,,RUE PARMENTIER,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,150,6,J,jardins,POTAG,Jardin potager,590,2.514243,48.803686
2021-01-27,Vente,1090000,40,,RUE PARMENTIER,94210,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,150,6,S,sols,,,124,2.514243,48.803686
