date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,nom_commune,code_departement,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2022-01-21,Vente,285000,52,,AV EMILE ZOLA,94100,Saint-Maur-des-Fossés,94,29,48.14,57,,,,,,,,2,2,Appartement,56,3,,,,,,2.48383,48.799237
2022-01-21,Vente,285000,52,,AV EMILE ZOLA,94100,Saint-Maur-des-Fossés,94,29,48.14,57,,,,,,,,2,3,Dépendance,,0,,,,,,2.48383,48.799237
2022-01-21,Vente en l'état futur d'achèvement,462500,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,132,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484306,48.786676
2022-01-21,Vente en l'état futur d'achèvement,462500,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,24,,,,,,,,,,1,2,Appartement,72,3,,,,,,2.484306,48.786676
2022-01-21,Vente en l'état futur d'achèvement,462500,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,87,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484306,48.786676
2022-01-21,Vente en l'état futur d'achèvement,462500,51,,AV GUYNEMER,94100,Saint-Maur-des-Fossés,94,171,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484306,48.786676
2022-01-17,Vente,205651,4,,RUE VASSAL,94100,Saint-Maur-des-Fossés,94,45,20.54,,,,,,,,,1,4,Local industriel. commercial ou assimilé,20,0,,,,,,2.476184,48.792781
2022-01-25,Vente,795000,17,,RUE COUSIN,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,,,,,S,sols,,,417,2.499333,48.796687
2022-01-14,Vente,250000,52,,AV EMILE ZOLA,94100,Saint-Maur-des-Fossés,94,23,47.72,51,,,,,,,,2,2,Appartement,44,3,,,,,,2.48383,48.799237
2022-01-14,Vente,250000,52,,AV EMILE ZOLA,94100,Saint-Maur-des-Fossés,94,23,47.72,51,,,,,,,,2,3,Dépendance,,0,,,,,,2.48383,48.799237
2022-01-25,Vente,388400,83,,BD DU GENERAL GIRAUD,94100,Saint-Maur-des-Fossés,94,13,66.48,20,,,,,,,,2,3,Dépendance,,0,,,,,,2.480722,48.792437
2022-01-25,Vente,388400,83,,BD DU GENERAL GIRAUD,94100,Saint-Maur-des-Fossés,94,43,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.480722,48.792437
2022-01-25,Vente,388400,83,,BD DU GENERAL GIRAUD,94100,Saint-Maur-des-Fossés,94,13,66.48,20,,,,,,,,2,2,Appartement,66,3,,,,,,2.480722,48.792437
2022-01-25,Vente,400000,30,,RUE ETIENNE DOLET,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,46,3,S,sols,,,225,2.487564,48.788271
2022-01-25,Vente,400000,30,,RUE ETIENNE DOLET,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,225,2.487564,48.788271
2022-01-17,Vente,400000,16,,PAS DARTOIS BIDOT,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,35,3,S,sols,,,126,2.473996,48.806045
2022-01-19,Vente,1520000,188,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,1,Maison,102,6,S,sols,,,617,2.49774,48.797626
2022-01-19,Vente,1520000,188,,BD DE CRETEIL,94100,Saint-Maur-des-Fossés,94,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,617,2.49774,48.797626
