id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2019-772930,2019-07-02,000001,Vente,118650,15,,AV DU BEL AIR,0671,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AI0035,,,16,30.13,,,,,,,,,1,2,Appartement,30,2,,,,,,2.497719,48.806106
2019-772932,2019-07-01,000001,Vente,575000,24,,AV DE VERDUN,9630,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BC0055,,,,,,,,,,,,,0,1,Maison,93,5,S,sols,,,230,2.513734,48.801821
2019-772933,2019-07-02,000001,Vente,369000,20,,AV DU MESNIL,6234,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BM0081,,,3,63.2,42,,,,,,,,2,2,Appartement,65,3,,,,,,2.514868,48.795102
2019-772933,2019-07-02,000001,Vente,369000,20,,AV DU MESNIL,6234,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BM0081,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.514868,48.795102
2019-772934,2019-07-01,000001,Vente,192000,5,A,RUE DES ILES,4650,94100,94068,Saint-Maur-des-Fossés,94,,,940680000A0113,,,24,,33,46.15,,,,,,,2,2,Appartement,47,2,,,,,,2.463164,48.809347
2019-772941,2019-07-02,000001,Vente,320000,189,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0063,,,10,,2,74,,,,,,,2,2,Appartement,80,4,,,,,,2.501218,48.798073
2019-772943,2019-07-01,000001,Vente,213500,33,B,RUE DU PONT DE CRETEIL,7249,94100,94068,Saint-Maur-des-Fossés,94,,,940680000K0046,,,12,,,,,,,,,,1,2,Appartement,17,1,,,,,,2.471737,48.807507
2019-772943,2019-07-01,000001,Vente,213500,33,B,RUE DU PONT DE CRETEIL,7249,94100,94068,Saint-Maur-des-Fossés,94,,,940680000K0046,,,5,61.21,,,,,,,,,1,2,Appartement,63,3,,,,,,2.471737,48.807507
2019-772944,2019-07-02,000001,Vente,142000,32,,AV EMILE ZOLA,3150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0200,,,154,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483737,48.801897
2019-772944,2019-07-02,000001,Vente,142000,32,,AV EMILE ZOLA,3150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0200,,,147,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483737,48.801897
2019-772944,2019-07-02,000001,Vente,142000,32,,AV EMILE ZOLA,3150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0200,,,155,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483737,48.801897
2019-772944,2019-07-02,000001,Vente,142000,32,,AV EMILE ZOLA,3150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0200,,,148,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483737,48.801897
2019-772944,2019-07-02,000001,Vente,142000,32,,AV EMILE ZOLA,3150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0200,,,163,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483737,48.801897
2019-772944,2019-07-02,000001,Vente,142000,32,,AV EMILE ZOLA,3150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0200,,,160,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483737,48.801897
2019-772945,2019-07-02,000001,Vente,126500,4,,AV DES ARTS,0170,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Z0017,,,5,18.23,,,,,,,,,1,2,Appartement,16,1,,,,,,2.48795,48.804594
2019-772946,2019-07-01,000001,Vente,517500,7,,RUE DE LA CONCORDE,1630,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EN0057,,,,,,,,,,,,,0,1,Maison,75,3,S,sols,,,141,2.501464,48.79075
2019-772947,2019-07-01,000001,Vente en l'état futur d'achèvement,418000,21,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0145,,,53,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.475261,48.803952
2019-772947,2019-07-01,000001,Vente en l'état futur d'achèvement,418000,21,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0145,,,24,,,,,,,,,,1,2,Appartement,56,3,,,,,,2.475261,48.803952
2019-772948,2019-07-03,000001,Vente,355000,32,,AV DE CONDE,1635,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0174,,,154,,4,,,,,,,,2,2,Appartement,78,3,,,,,,2.477333,48.810951
2019-772949,2019-07-02,000001,Vente en l'état futur d'achèvement,425000,21,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0145,,,16,,,,,,,,,,1,2,Appartement,59,3,,,,,,2.475261,48.803952
2019-772949,2019-07-02,000001,Vente en l'état futur d'achèvement,425000,21,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0145,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.475261,48.803952
2019-772950,2019-07-03,000001,Vente,171000,7,,RUE DU CHEMIN VERT,1535,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CT0019,,,24,,9,35.83,,,,,,,2,2,Appartement,35,1,,,,,,2.474071,48.801237
2019-772950,2019-07-03,000001,Vente,171000,7,,RUE DU CHEMIN VERT,1535,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CT0019,,,84,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.474071,48.801237
2019-772951,2019-07-01,000001,Vente,527120,31,,RUE SOLFERINO,8565,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0207,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.493959,48.798285
2019-772951,2019-07-01,000001,Vente,527120,31,,RUE SOLFERINO,8565,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0207,,,28,92.26,30,,31,,40,,,,4,2,Appartement,91,5,,,,,,2.493959,48.798285
2019-772951,2019-07-01,000001,Vente,527120,31,,RUE SOLFERINO,8565,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0207,,,56,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.493959,48.798285
2019-772952,2019-07-02,000001,Vente,655000,22,,RUE SAINTE GENEVIEVE,8890,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AZ0156,,,,,,,,,,,,,0,1,Maison,85,5,S,sols,,,338,2.517103,48.802492
2019-772959,2019-07-04,000001,Vente,212888.61,6,B,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CV0047,,,9,41.06,,,,,,,,,1,2,Appartement,40,3,,,,,,2.472375,48.798951
2019-772961,2019-07-01,000001,Vente,232000,12,,RUE DU DAUPHINE,2513,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0033,,,334,49.6,359,,,,,,,,2,2,Appartement,51,3,,,,,,2.480207,48.811072
2019-772962,2019-07-01,000001,Vente,460000,12,,AV DE VERDUN,9630,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BC0002,,,,,,,,,,,,,0,1,Maison,52,2,S,sols,,,253,2.512039,48.802311
2019-772965,2019-07-02,000001,Vente,410000,111,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AQ0040,,,11,,3,72,,,,,,,2,2,Appartement,68,4,,,,,,2.50847,48.806518
2019-772965,2019-07-02,000001,Vente,410000,101,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AQ0045,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.50837,48.805831
2019-772966,2019-07-03,000001,Vente,233000,34,,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CZ0182,,,33,54.73,67,,,,,,,,2,2,Appartement,56,3,,,,,,2.474842,48.796627
2019-772967,2019-07-03,000001,Vente,750000,103,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AQ0044,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.508507,48.805981
2019-772967,2019-07-03,000001,Vente,750000,103,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AQ0044,,,13,,,,,,,,,,1,2,Appartement,115,4,,,,,,2.508507,48.805981
2019-772967,2019-07-03,000001,Vente,750000,103,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AQ0044,,,11,,13,,24,,,,,,3,2,Appartement,80,3,,,,,,2.508507,48.805981
2019-772967,2019-07-03,000001,Vente,750000,103,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AQ0044,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.508507,48.805981
2019-772968,2019-07-01,000001,Vente,232750,47,,AV DU BAC,0605,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BQ0134,,,35,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.508565,48.796044
2019-772968,2019-07-01,000001,Vente,232750,47,,AV DU BAC,0605,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BQ0134,,,12,40.39,16,,,,,,,,2,2,Appartement,41,2,,,,,,2.508565,48.796044
2019-772970,2019-07-01,000001,Vente,361000,42,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000O0191,,,236,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.476227,48.806155
2019-772970,2019-07-01,000001,Vente,361000,42,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000O0191,,,101,68.9,131,,,,,,,,2,2,Appartement,68,3,,,,,,2.476227,48.806155
2019-772971,2019-07-04,000001,Vente en l'état futur d'achèvement,626000,41,,BD RABELAIS,8105,94100,94068,Saint-Maur-des-Fossés,94,,,940680000P0052,,,16,,53,,,,,,,,2,2,Appartement,90,4,,,,,,2.479271,48.806629
2019-772971,2019-07-04,000001,Vente en l'état futur d'achèvement,626000,41,,BD RABELAIS,8105,94100,94068,Saint-Maur-des-Fossés,94,,,940680000P0052,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.479271,48.806629
2019-772972,2019-07-01,000001,Vente,49500,177,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0049,,,49,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.499616,48.798307
2019-772975,2019-07-04,000001,Vente,163000,118,,AV MAHIEU,6116,94100,94068,Saint-Maur-des-Fossés,94,,,940680000R0007,,,215,,280,,,,,,,,2,2,Appartement,38,2,,,,,,2.48245,48.806582
2019-772976,2019-07-04,000001,Vente,430000,8,,AV ANDREE,0120,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0067,,,,,,,,,,,,,0,1,Maison,64,3,S,sols,,,387,2.479978,48.812114
2019-772979,2019-07-04,000001,Vente,435000,30,,AV DE LA REVOLUTION FRANCAISE,8185,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BR0055,,,,,,,,,,,,,0,1,Maison,62,3,S,sols,,,270,2.502023,48.795729
2019-772980,2019-07-03,000001,Vente,939970,7,,AV JEANNE D ARC,4750,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BR0175,,,,,,,,,,,,,0,1,Maison,167,6,S,sols,,,310,2.505449,48.795574
2019-772984,2019-07-08,000001,Vente,357350,18,,AV DE LA TOURELLE,9150,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0028,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.487121,48.806201
2019-772984,2019-07-08,000001,Vente,357350,14,,AV DE LA TOURELLE,9150,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0111,,,17,,45,58.88,,,,,,,2,2,Appartement,52,3,,,,,,2.486568,48.805962
2019-772985,2019-07-05,000001,Vente,250000,1,,AV DES ARTS,0170,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Z0011,,,128,,18,29.23,,,,,,,2,2,Appartement,28,2,,,,,,2.488505,48.804916
2019-772985,2019-07-05,000001,Vente,250000,1,,AV DES ARTS,0170,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Z0011,,,123,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.488505,48.804916
2019-772986,2019-07-04,000001,Vente,630000,84,T,BD DE LA MARNE,6200,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EQ0114,,,,,,,,,,,,,0,1,Maison,84,4,S,sols,,,210,2.50893,48.789828
2019-772986,2019-07-04,000001,Vente,630000,84,,BD DE LA MARNE,6200,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EQ0116,,,,,,,,,,,,,0,,,,,S,sols,,,99,2.509111,48.789933
2019-772987,2019-07-04,000001,Vente,118000,16,,AV DU GENERAL LECLERC,4172,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Z0001,,,155,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.489625,48.804906
2019-772987,2019-07-04,000001,Vente,118000,16,,AV DU GENERAL LECLERC,4172,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Z0001,,,125,39.88,7,,,,,,,,2,2,Appartement,32,1,,,,,,2.489625,48.804906
2019-772989,2019-07-04,000001,Vente,289000,3,B,AV LEOPOLD SEDAR SENGHOR,5221,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0002,,,366,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48648,48.804548
2019-772989,2019-07-04,000001,Vente,289000,3,,RUE ANDRE DE CAYEUX,0118,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0002,,,177,41.6,262,,,,,,,,2,2,Appartement,43,2,,,,,,2.48648,48.804548
2019-772990,2019-07-05,000001,Vente,430000,140,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0158,,,103,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.489111,48.797681
2019-772990,2019-07-05,000001,Vente,430000,140,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0158,,,77,91.44,91,,,,,,,,2,2,Appartement,90,4,,,,,,2.489111,48.797681
2019-772992,2019-07-04,000001,Vente,349000,78,B,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000P0001,,,32,64.71,4,,,,,,,,2,2,Appartement,30,2,,,,,,2.47952,48.8074
2019-772995,2019-07-05,000001,Vente,705000,6,,VLA LOUISE MARIA,5275,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CX0025,,,,,,,,,,,,,0,1,Maison,80,5,S,sols,,,450,2.473864,48.800328
2019-772996,2019-07-05,000001,Vente,261400,101,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0039,,,11,38.05,25,,,,,,,,2,2,Appartement,39,2,,,,,,2.486637,48.798423
2019-772996,2019-07-05,000001,Vente,261400,101,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0039,,,46,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.486637,48.798423
2019-772997,2019-07-05,000001,Vente,248240,169,T,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0169,,,13,,18,58.16,,,,,,,2,2,Appartement,59,2,,,,,,2.498208,48.798081
2019-772997,2019-07-05,000001,Vente,248240,169,T,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0169,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.498208,48.798081
2019-773006,2019-07-05,000001,Vente,4000,1,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0140,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484861,48.79648
2019-773008,2019-07-01,000001,Vente,311000,23,,AV ALEXIS PESSOT,0070,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0079,,,39,,7,72.62,,,,,,,2,2,Appartement,82,4,,,,,,2.472552,48.810361
2019-773016,2019-07-08,000001,Vente,288000,81,,AV CARNOT,1430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0151,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48737,48.797077
2019-773016,2019-07-08,000001,Vente,288000,81,,AV CARNOT,1430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0151,,,105,52.02,18,,,,,,,,2,2,Appartement,56,2,,,,,,2.48737,48.797077
2019-773019,2019-07-10,000001,Vente,927100,64,,QUAI DU PETIT PARC,7191,94100,94068,Saint-Maur-des-Fossés,94,,,940680000U0015,,,,,,,,,,,,,0,1,Maison,130,6,J,jardins,POTAG,Jardin potager,767,2.487794,48.811464
2019-773019,2019-07-10,000001,Vente,927100,64,,QUAI DU PETIT PARC,7191,94100,94068,Saint-Maur-des-Fossés,94,,,940680000U0015,,,,,,,,,,,,,0,1,Maison,130,6,S,sols,,,208,2.487794,48.811464
2019-773020,2019-07-05,000001,Vente,80000,1,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0140,,,41,,,,,,,,,,1,2,Appartement,16,1,,,,,,2.484861,48.79648
2019-773020,2019-07-05,000001,Vente,80000,1,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0140,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484861,48.79648
2019-773023,2019-07-05,000001,Vente,60000,1,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0140,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484861,48.79648
2019-773023,2019-07-05,000001,Vente,60000,1,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0140,,,55,14.05,,,,,,,,,1,2,Appartement,14,1,,,,,,2.484861,48.79648
2019-773025,2019-07-05,000001,Vente,57000,1,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0140,,,69,14.12,,,,,,,,,1,2,Appartement,14,1,,,,,,2.484861,48.79648
2019-773025,2019-07-05,000001,Vente,57000,1,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0140,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484861,48.79648
2019-773027,2019-07-09,000001,Vente,310000,8,,RUE DU DAUPHINE,2513,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0033,,,260,56.95,269,,,,,,,,2,2,Appartement,55,3,,,,,,2.480207,48.811072
2019-773029,2019-07-10,000001,Vente,300000,3,B,RUE DU PETIT BEAUBOURG,7182,94100,94068,Saint-Maur-des-Fossés,94,,,940680000F0052,,,415,62.58,479,,,,,,,,2,2,Appartement,62,4,,,,,,2.473618,48.813636
2019-773030,2019-07-05,000001,Vente,197000,1,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0140,,,35,13.8,,,,,,,,,1,2,Appartement,13,1,,,,,,2.484861,48.79648
2019-773030,2019-07-05,000001,Vente,197000,1,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0140,,,30,13.2,,,,,,,,,1,2,Appartement,13,1,,,,,,2.484861,48.79648
2019-773030,2019-07-05,000001,Vente,197000,1,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0140,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.484861,48.79648
2019-773031,2019-07-09,000001,Vente,225000,13,,AV PAUL PAINLEVE,7153,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0051,,,1,,8,37.6,,,,,,,2,2,Appartement,38,3,,,,,,2.483007,48.799122
2019-773033,2019-07-08,000001,Vente,14500,32,,AV DE CHANZY,1495,94210,94068,Saint-Maur-des-Fossés,94,,,94068000FG0102,,,406,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.518655,48.789583
2019-773034,2019-07-01,000001,Vente,145500,61,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0137,,,13,25.08,,,,,,,,,1,2,Appartement,25,2,,,,,,2.481357,48.797644
2019-773036,2019-07-10,000001,Vente,205000,26,,AV DES PERDRIX,7177,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EK0179,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496607,48.787189
2019-773036,2019-07-10,000001,Vente,205000,26,,AV DES PERDRIX,7177,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EK0179,,,68,,80,37.31,,,,,,,2,2,Appartement,37,2,,,,,,2.496607,48.787189
2019-773039,2019-07-08,000001,Vente,900000,46,,QUAI DU PARC,7115,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AF0004,,,,,,,,,,,,,0,1,Maison,100,5,S,sols,,,568,2.497999,48.809674
2019-773040,2019-07-04,000001,Vente,40000,150,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0113,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.491024,48.797726
2019-773040,2019-07-04,000001,Vente,40000,150,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0113,,,56,,8,,,,,,,,2,2,Appartement,52,2,,,,,,2.491024,48.797726
2019-773051,2019-07-09,000001,Vente,238633,34,,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CZ0182,,,2,,36,,,,,,,,2,2,Appartement,56,3,,,,,,2.474842,48.796627
2019-773052,2019-07-08,000001,Vente,665000,8,B,RUE GUSTAVE DORE,4280,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BS0182,,,,,,,,,,,,,0,1,Maison,86,3,S,sols,,,170,2.504384,48.798231
2019-773053,2019-07-10,000001,Vente,445000,26,,AV CAFFIN,1405,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EO0138,,,35,,5,94.46,,,,,,,2,2,Appartement,92,4,,,,,,2.503015,48.792728
2019-773053,2019-07-10,000001,Vente,445000,26,,AV CAFFIN,1405,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EO0138,,,90,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.503015,48.792728
2019-773055,2019-07-09,000001,Vente,473000,5,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0002,,,1445,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.48648,48.804548
2019-773055,2019-07-09,000001,Vente,473000,5,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0002,,,1410,70.97,,,,,,,,,1,4,Local industriel. commercial ou assimilé,72,0,,,,,,2.48648,48.804548
2019-773058,2019-07-08,000001,Vente en l'état futur d'achèvement,424000,21,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0145,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.475261,48.803952
2019-773058,2019-07-08,000001,Vente en l'état futur d'achèvement,424000,21,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0145,,,17,,,,,,,,,,1,2,Appartement,56,3,,,,,,2.475261,48.803952
2019-773060,2019-07-11,000001,Vente en l'état futur d'achèvement,436000,40,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AR0064,,,165,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2019-773060,2019-07-11,000001,Vente en l'état futur d'achèvement,436000,40,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AR0064,,,67,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2019-773060,2019-07-11,000001,Vente en l'état futur d'achèvement,436000,40,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AR0064,,,43,,,,,,,,,,1,2,Appartement,66,3,,,,,,2.506343,48.80117
2019-773070,2019-07-08,000001,Vente,340000,9,,PL DE RIMINI,8197,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BX0030,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,14,0,S,sols,,,162,2.495525,48.794132
2019-773070,2019-07-08,000001,Vente,340000,9,,PL DE RIMINI,8197,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BX0030,,,,,,,,,,,,,0,1,Maison,140,4,S,sols,,,162,2.495525,48.794132
2019-773071,2019-07-04,000001,Vente,215000,12,B,BD DE BELLECHASSE,0675,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0031,,,129,,84,,,,,,,,2,2,Appartement,49,2,,,,,,2.480819,48.792871
2019-773071,2019-07-04,000001,Vente,215000,12,B,BD DE BELLECHASSE,0675,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0031,,,13,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.480819,48.792871
2019-773073,2019-07-10,000001,Vente en l'état futur d'achèvement,300790,21,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0145,,,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.475261,48.803952
2019-773073,2019-07-10,000001,Vente en l'état futur d'achèvement,300790,21,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0145,,,11,,,,,,,,,,1,2,Appartement,41,2,,,,,,2.475261,48.803952
2019-773076,2019-07-11,000001,Vente,300000,69,B,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0174,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.486184,48.798732
2019-773076,2019-07-11,000001,Vente,300000,69,B,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0174,,,6,,,,,,,,,,1,2,Appartement,50,2,,,,,,2.486184,48.798732
2019-773081,2019-07-10,000002,Vente,175000,36,,PROM DES ANGLAIS,0125,94210,94068,Saint-Maur-des-Fossés,94,,,94068000FG0109,,,,,,,,,,,,,0,,,,,S,sols,,,320,2.517769,48.78806
2019-773084,2019-07-10,000001,Vente,595000,7,B,RUE DE NEUVILLE,6630,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AQ0056,,,,,,,,,,,,,0,1,Maison,105,5,S,sols,,,330,2.509595,48.803969
2019-773092,2019-07-10,000001,Vente,320000,5,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000R0147,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48413,48.806146
2019-773092,2019-07-10,000001,Vente,320000,5,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000R0147,,,19,,8,57.86,,,,,,,2,2,Appartement,52,3,,,,,,2.48413,48.806146
2019-773093,2019-07-01,000001,Vente,1350000,1,,AV GODEFROY CAVAIGNAC,4230,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0058,,,,,,,,,,,,,0,1,Maison,186,9,S,sols,,,761,2.474047,48.807945
