id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2023-1276530,2023-08-28,1,Vente,160000.00,46,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0028,,,111,,117,26.36,,,,,,,2,2,Appartement,26.00,1,,,,,,2.4881260,48.8101240,0000V
2023-1276530,2023-08-28,1,Vente,160000.00,46,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0028,,,111,,117,26.36,,,,,,,2,3,Dépendance,,0,,,,,,2.4881260,48.8101240,0000V
2023-1276533,2023-08-31,1,Vente,140000.00,1,,RUE INKERMANN,4670,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0151,,,132,26.09,,,,,,,,,1,4,Local industriel. commercial ou assimilé,23.00,0,,,,,,2.4873700,48.7970770,000CI
2023-1276537,2023-08-08,1,Vente,420000.00,5,,AV ALEXIS PESSOT,0070,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0048,,,1,78.60,32,,,,,,,,2,3,Dépendance,,0,,,,,,2.4710250,48.8111950,0000D
2023-1276537,2023-08-08,1,Vente,420000.00,5,,AV ALEXIS PESSOT,0070,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0048,,,1,78.60,32,,,,,,,,2,2,Appartement,80.00,3,,,,,,2.4710250,48.8111950,0000D
2023-1276559,2023-08-11,1,Vente,650000.00,12,,AV MISS CAVELL,6265,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CK0056,,,,,,,,,,,,,0,1,Maison,90.00,4,S,sols,,,212.00,2.4881270,48.8018380,000CK
2023-1276569,2023-08-24,1,Vente,582000.00,16,B,RUE GARNIER PAGES,4160,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0082,,,,,,,,,,,,,0,1,Maison,83.00,3,S,sols,,,283.00,2.4954220,48.7987100,000BY
2023-1276595,2023-08-21,1,Vente,700000.00,29,,RUE DE L ERMITAGE,3165,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Q0095,,,,,,,,,,,,,0,1,Maison,110.00,5,S,sols,,,505.00,2.4808800,48.8097770,0000Q
2023-1276602,2023-09-05,1,Vente,30000.00,6,,AV GALLIENI,4115,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0102,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4730770,48.8094170,0000J
2023-1276625,2023-08-30,1,Vente,315000.00,1,,RUE ELIAS HOWE,3141,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DG0205,,,117,,135,49.09,,,,,,,2,3,Dépendance,,0,,,,,,2.4800400,48.7957000,000DG
2023-1276625,2023-08-30,1,Vente,315000.00,1,,RUE ELIAS HOWE,3141,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DG0205,,,360,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4800400,48.7957000,000DG
2023-1276625,2023-08-30,1,Vente,315000.00,1,,RUE ELIAS HOWE,3141,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DG0205,,,117,,135,49.09,,,,,,,2,2,Appartement,52.00,2,,,,,,2.4800400,48.7957000,000DG
2023-1276634,2023-08-30,1,Vente,639000.00,18,B,RUE ETIENNE DOLET,3176,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DU0240,,,,,,,,,,,,,0,1,Maison,93.00,5,S,sols,,,303.00,2.4863730,48.7886350,000DU
2023-1276657,2023-08-30,1,Vente,873000.00,120,,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000P0026,,,,,,,,,,,,,0,1,Maison,118.00,5,S,sols,,,340.00,2.4830570,48.8055490,0000P
2023-1276666,2023-08-29,1,Vente,975000.00,27,,AV HENRI MARTIN,4430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0031,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,240.00,2.4885240,48.7989370,000CI
2023-1276666,2023-08-29,1,Vente,975000.00,27,,AV HENRI MARTIN,4430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0031,,,,,,,,,,,,,0,1,Maison,115.00,5,S,sols,,,240.00,2.4885240,48.7989370,000CI
2023-1276715,2023-09-01,1,Vente,305000.00,4,,AV MAHIEU,6116,94100,94068,Saint-Maur-des-Fossés,94,,,940680000E0065,,,119,,19,66.12,,,,,,,2,2,Appartement,64.00,4,,,,,,2.4731360,48.8116700,0000E
2023-1276715,2023-09-01,1,Vente,305000.00,4,,AV MAHIEU,6116,94100,94068,Saint-Maur-des-Fossés,94,,,940680000E0065,,,119,,19,66.12,,,,,,,2,3,Dépendance,,0,,,,,,2.4731360,48.8116700,0000E
2023-1276726,2023-09-04,1,Vente,1196000.00,1,,RUE VASSAL,9617,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0127,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,120.00,2.4785100,48.7931740,000DI
2023-1276726,2023-09-04,1,Vente,1196000.00,1,,RUE VASSAL,9617,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0127,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,120.00,2.4785100,48.7931740,000DI
2023-1276726,2023-09-04,1,Vente,1196000.00,1,,RUE VASSAL,9617,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0127,,,,,,,,,,,,,0,1,Maison,148.00,6,S,sols,,,120.00,2.4785100,48.7931740,000DI
2023-1276726,2023-09-04,1,Vente,1196000.00,1,,RUE VASSAL,9617,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0127,,,,,,,,,,,,,0,1,Maison,148.00,6,J,jardins,POTAG,Jardin potager,702.00,2.4785100,48.7931740,000DI
2023-1276726,2023-09-04,1,Vente,1196000.00,1,,RUE VASSAL,9617,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0127,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,702.00,2.4785100,48.7931740,000DI
2023-1276726,2023-09-04,1,Vente,1196000.00,1,,RUE VASSAL,9617,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0127,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,702.00,2.4785100,48.7931740,000DI
2023-1276732,2023-09-06,1,Vente,400000.00,20,,AV VICTOR HUGO,9653,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CR0022,,,3,59.91,6,,,,,,,,2,2,Appartement,49.00,3,,,,,,2.4796330,48.8033850,000CR
2023-1276732,2023-09-06,1,Vente,400000.00,20,,AV VICTOR HUGO,9653,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CR0022,,,3,59.91,6,,,,,,,,2,3,Dépendance,,0,,,,,,2.4796330,48.8033850,000CR
2023-1276773,2023-09-01,1,Vente,410000.00,45,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0099,,,4,74.36,7,,,,,,,,2,3,Dépendance,,0,,,,,,2.4790150,48.7984150,000CO
2023-1276773,2023-09-01,1,Vente,410000.00,45,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0099,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4790150,48.7984150,000CO
2023-1276773,2023-09-01,1,Vente,410000.00,45,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0099,,,4,74.36,7,,,,,,,,2,2,Appartement,78.00,3,,,,,,2.4790150,48.7984150,000CO
2023-1276807,2023-08-29,1,Vente,1218520.00,5,B,RUE ROSALIE,8260,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AO0036,,,,,,,,,,,,,0,1,Maison,222.00,6,S,sols,,,534.00,2.5074550,48.8094210,000AO
2023-1276809,2023-09-05,1,Vente,25000.00,2,,AV DU MIDI,6249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CD0065,,,100,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4944180,48.8021490,000CD
2023-1276862,2023-09-11,1,Vente,24000.00,48,,BD RABELAIS,8105,94100,94068,Saint-Maur-des-Fossés,94,,,940680000P0079,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4820910,48.8052720,0000P
2023-1276920,2023-08-30,1,Vente,360000.00,26,,AV JAUZIER KOESTLER,4722,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CZ0027,,,,,,,,,,,,,0,2,Appartement,70.00,3,S,sols,,,365.00,2.4728920,48.7976960,000CZ
2023-1276920,2023-08-30,1,Vente,360000.00,26,,AV JAUZIER KOESTLER,4722,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CZ0027,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,365.00,2.4728920,48.7976960,000CZ
2023-1276937,2023-09-11,1,Vente,149100.00,17,,BD MAURICE BERTEAUX,6214,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0072,,,11,25.21,,,,,,,,,1,2,Appartement,25.00,2,,,,,,2.4709010,48.8103120,0000D
2023-1276970,2023-09-06,1,Vente,307000.00,60,,AV ANDREE,0120,94100,94068,Saint-Maur-des-Fossés,94,,,940680000S0013,,,38,,8,56.77,,,,,,,2,2,Appartement,40.00,2,,,,,,2.4845930,48.8108760,0000S
2023-1276970,2023-09-06,1,Vente,307000.00,60,,AV ANDREE,0120,94100,94068,Saint-Maur-des-Fossés,94,,,940680000S0013,,,38,,8,56.77,,,,,,,2,3,Dépendance,,0,,,,,,2.4845930,48.8108760,0000S
2023-1277001,2023-08-30,1,Vente,633300.00,45,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0121,,,10,108.87,23,,,,,,,,2,3,Dépendance,,0,,,,,,2.4870270,48.8095260,0000V
2023-1277001,2023-08-30,1,Vente,633300.00,45,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0121,,,10,108.87,23,,,,,,,,2,2,Appartement,112.00,6,,,,,,2.4870270,48.8095260,0000V
2023-1277001,2023-08-30,1,Vente,633300.00,45,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0121,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4870270,48.8095260,0000V
2023-1277001,2023-08-30,1,Vente,633300.00,45,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0121,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4870270,48.8095260,0000V
2023-1277016,2023-09-06,1,Vente,270000.00,5,,AV DE CLUNY,1595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AB0100,,,108,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4933190,48.8051400,000AB
2023-1277016,2023-09-06,1,Vente,270000.00,5,,AV DE CLUNY,1595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AB0100,,,26,,71,42.00,,,,,,,2,2,Appartement,42.00,2,,,,,,2.4933190,48.8051400,000AB
2023-1277016,2023-09-06,1,Vente,270000.00,5,,AV DE CLUNY,1595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AB0100,,,26,,71,42.00,,,,,,,2,3,Dépendance,,0,,,,,,2.4933190,48.8051400,000AB
2023-1277027,2023-09-04,1,Vente,108000.00,32,B,AV BOURBAKI,0741,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DP0011,,,1,,,,,,,,,,1,,,,,AB,terrains a bâtir,,,700.00,2.4860440,48.7916980,000DP
2023-1277053,2023-09-08,1,Vente,673700.00,17,,PAS DARTOIS BIDOT,2509,94100,94068,Saint-Maur-des-Fossés,94,,,940680000O0002,,,,,,,,,,,,,0,1,Maison,100.00,4,S,sols,,,287.00,2.4743470,48.8059460,0000O
2023-1277055,2023-08-30,1,Vente,500000.00,57,B,AV GALLIENI,4115,94100,94068,Saint-Maur-des-Fossés,94,,,940680000O0178,,,,,,,,,,,,,0,1,Maison,44.00,3,S,sols,,,96.00,2.4781230,48.8074950,0000O
2023-1277089,2023-09-13,1,Vente,22000.00,40,B,AV DE CONDE,1635,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0056,,,108,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4790960,48.8106900,0000I
2023-1277094,2023-09-13,1,Vente,288000.00,15,,RUE PAUL DEROULEDE,7145,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DQ0013,,,30,,6,62.67,,,,,,,2,3,Dépendance,,0,,,,,,2.4832740,48.7892240,000DQ
2023-1277094,2023-09-13,1,Vente,288000.00,15,,RUE PAUL DEROULEDE,7145,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DQ0013,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4832740,48.7892240,000DQ
2023-1277094,2023-09-13,1,Vente,288000.00,15,,RUE PAUL DEROULEDE,7145,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DQ0013,,,30,,6,62.67,,,,,,,2,2,Appartement,64.00,3,,,,,,2.4832740,48.7892240,000DQ
2023-1277124,2023-09-04,1,Vente,116000.00,11,,AV FUSILLES DE CHATEAUBRIANT,3595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AJ0050,,,5,21.07,,,,,,,,,1,2,Appartement,27.00,1,,,,,,2.4957330,48.8040110,000AJ
2023-1277138,2023-09-08,1,Vente,30000.00,6,,AV MAHIEU,6116,94100,94068,Saint-Maur-des-Fossés,94,,,940680000E0065,,,221,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4731360,48.8116700,0000E
2023-1277144,2023-09-13,1,Vente,250000.00,53,B,AV JEAN JAURES,4738,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DM0111,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4813970,48.7897020,000DM
2023-1277144,2023-09-13,1,Vente,250000.00,53,B,AV JEAN JAURES,4738,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DM0111,,,19,59.06,28,,,,,,,,2,3,Dépendance,,0,,,,,,2.4813970,48.7897020,000DM
2023-1277144,2023-09-13,1,Vente,250000.00,53,B,AV JEAN JAURES,4738,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DM0111,,,19,59.06,28,,,,,,,,2,2,Appartement,52.00,3,,,,,,2.4813970,48.7897020,000DM
2023-1277161,2023-09-01,1,Vente,33000.00,2,B,AV DE LA TOURELLE,9150,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0016,,,61,29.00,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4849640,48.8056550,0000Y
2023-1277164,2023-09-14,1,Vente,285000.00,5,,RUE DU PETIT BEAUBOURG,7182,94100,94068,Saint-Maur-des-Fossés,94,,,940680000F0052,,,340,49.02,359,,,,,,,,2,3,Dépendance,,0,,,,,,2.4736180,48.8136360,0000F
2023-1277164,2023-09-14,1,Vente,285000.00,5,,RUE DU PETIT BEAUBOURG,7182,94100,94068,Saint-Maur-des-Fossés,94,,,940680000F0052,,,340,49.02,359,,,,,,,,2,2,Appartement,48.00,3,,,,,,2.4736180,48.8136360,0000F
2023-1277168,2023-09-15,1,Vente,215000.00,40,,AV DIDEROT,2569,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0217,,,3,36.86,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4824030,48.8021920,000CP
2023-1277168,2023-09-15,1,Vente,215000.00,40,,AV DIDEROT,2569,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0217,,,3,36.86,,,,,,,,,1,2,Appartement,36.00,2,,,,,,2.4824030,48.8021920,000CP
2023-1277169,2023-09-05,1,Vente,580000.00,5,,AV DE CLUNY,1595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AB0100,,,32,,78,98.71,,,,,,,2,2,Appartement,100.00,4,,,,,,2.4933190,48.8051400,000AB
2023-1277169,2023-09-05,1,Vente,580000.00,5,,AV DE CLUNY,1595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AB0100,,,43,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4933190,48.8051400,000AB
2023-1277169,2023-09-05,1,Vente,580000.00,5,,AV DE CLUNY,1595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AB0100,,,32,,78,98.71,,,,,,,2,3,Dépendance,,0,,,,,,2.4933190,48.8051400,000AB
2023-1277238,2023-09-13,1,Vente,3000.00,157,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DY0065,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4936540,48.7895500,000DY
2023-1277255,2023-09-15,1,Vente,680000.00,96,,AV CARNOT,1430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CH0051,,,1,95.64,16,,,,,,,,2,3,Dépendance,,0,,,,,,2.4866480,48.7964390,000CH
2023-1277255,2023-09-15,1,Vente,680000.00,96,,AV CARNOT,1430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CH0051,,,1,95.64,16,,,,,,,,2,2,Appartement,96.00,4,,,,,,2.4866480,48.7964390,000CH
2023-1277255,2023-09-15,1,Vente,680000.00,96,,AV CARNOT,1430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CH0051,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4866480,48.7964390,000CH
2023-1277257,2023-09-15,1,Vente,790000.00,10,,AV PAUL PAINLEVE,7153,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0028,,,,,,,,,,,,,0,1,Maison,95.00,4,S,sols,,,305.00,2.4831470,48.7996100,000CM
2023-1277257,2023-09-15,1,Vente,790000.00,10,,AV PAUL PAINLEVE,7153,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0028,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,305.00,2.4831470,48.7996100,000CM
2023-1277258,2023-09-11,1,Vente,382000.00,90,,AV VICTOR HUGO,9653,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CK0023,,,62,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4889450,48.8028420,000CK
2023-1277258,2023-09-11,1,Vente,382000.00,90,,AV VICTOR HUGO,9653,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CK0023,,,32,,7,75.20,,,,,,,2,3,Dépendance,,0,,,,,,2.4889450,48.8028420,000CK
2023-1277258,2023-09-11,1,Vente,382000.00,90,,AV VICTOR HUGO,9653,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CK0023,,,32,,7,75.20,,,,,,,2,2,Appartement,75.00,4,,,,,,2.4889450,48.8028420,000CK
2023-1277265,2023-09-11,1,Vente,687800.00,18,B,AV RENE DAVID,8155,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DF0166,,,,,,,,,,,,,0,1,Maison,122.00,4,S,sols,,,295.00,2.4759460,48.7939490,000DF
2023-1277282,2023-09-13,1,Vente,1094000.00,37,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0173,,,,,,,,,,,,,0,1,Maison,97.00,4,S,sols,,,391.00,2.4788500,48.7993020,000CO
2023-1277307,2023-09-18,1,Vente,650000.00,99,,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DN0109,,,,,,,,,,,,,0,1,Maison,116.00,4,S,sols,,,419.00,2.4832740,48.7914660,000DN
2023-1277313,2023-09-15,1,Vente,273000.00,65,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0010,,,26,47.08,66,,,,,,,,2,2,Appartement,49.00,1,,,,,,2.4815880,48.7975340,000CN
2023-1277313,2023-09-15,1,Vente,273000.00,65,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0010,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4815880,48.7975340,000CN
2023-1277313,2023-09-15,1,Vente,273000.00,65,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0010,,,26,47.08,66,,,,,,,,2,3,Dépendance,,0,,,,,,2.4815880,48.7975340,000CN
2023-1277345,2023-09-08,1,Vente,200000.00,18,,AV DE LA TOURELLE,9150,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0028,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4871210,48.8062010,0000Y
2023-1277345,2023-09-08,1,Vente,200000.00,18,,AV DE LA TOURELLE,9150,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0028,,,14,,43,38.22,,,,,,,2,2,Appartement,40.00,2,,,,,,2.4871210,48.8062010,0000Y
2023-1277345,2023-09-08,1,Vente,200000.00,18,,AV DE LA TOURELLE,9150,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0028,,,14,,43,38.22,,,,,,,2,3,Dépendance,,0,,,,,,2.4871210,48.8062010,0000Y
2023-1277369,2023-09-14,1,Vente,330000.00,11,,AV DES AILANTES,0040,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0034,,,17,,48,74.96,,,,,,,2,3,Dépendance,,0,,,,,,2.4893270,48.8094680,0000V
2023-1277369,2023-09-14,1,Vente,330000.00,11,,AV DES AILANTES,0040,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0034,,,17,,48,74.96,,,,,,,2,2,Appartement,78.00,4,,,,,,2.4893270,48.8094680,0000V
2023-1277391,2023-09-21,1,Vente,1053000.00,52,,AV DU MIDI,6249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0102,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,708.00,2.5019220,48.7991720,000BU
2023-1277391,2023-09-21,1,Vente,1053000.00,52,,AV DU MIDI,6249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0102,,,,,,,,,,,,,0,1,Maison,130.00,7,S,sols,,,708.00,2.5019220,48.7991720,000BU
2023-1277391,2023-09-21,1,Vente,1053000.00,52,,AV DU MIDI,6249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0102,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,708.00,2.5019220,48.7991720,000BU
2023-1277391,2023-09-21,1,Vente,1053000.00,52,,AV DU MIDI,6249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0102,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,708.00,2.5019220,48.7991720,000BU
2023-1277457,2023-09-08,1,Vente,530000.00,56,,AV DE TUNIS,9185,94100,94068,Saint-Maur-des-Fossés,94,,,940680000R0073,,,13,,35,90.23,,,,,,,2,3,Dépendance,,0,,,,,,2.4847700,48.8083230,0000R
2023-1277457,2023-09-08,1,Vente,530000.00,56,,AV DE TUNIS,9185,94100,94068,Saint-Maur-des-Fossés,94,,,940680000R0073,,,13,,35,90.23,,,,,,,2,2,Appartement,90.00,4,,,,,,2.4847700,48.8083230,0000R
2023-1277457,2023-09-08,1,Vente,530000.00,56,,AV DE TUNIS,9185,94100,94068,Saint-Maur-des-Fossés,94,,,940680000R0073,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4847700,48.8083230,0000R
2023-1277458,2023-09-08,1,Vente,500700.00,28,,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0011,,,224,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4741160,48.8099100,0000J
2023-1277458,2023-09-08,1,Vente,500700.00,28,,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0011,,,103,77.17,113,,114,,,,,,3,2,Appartement,77.00,3,,,,,,2.4741160,48.8099100,0000J
2023-1277458,2023-09-08,1,Vente,500700.00,28,,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0011,,,103,77.17,113,,114,,,,,,3,3,Dépendance,,0,,,,,,2.4741160,48.8099100,0000J
2023-1277458,2023-09-08,1,Vente,500700.00,28,,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0011,,,103,77.17,113,,114,,,,,,3,3,Dépendance,,0,,,,,,2.4741160,48.8099100,0000J
2023-1277471,2023-09-22,1,Vente,14000.00,75,,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Q0049,,,128,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4811060,48.8072400,0000Q
2023-1277491,2023-09-12,1,Vente,320000.00,3,,RUE BOBILLOT,0715,94100,94068,Saint-Maur-des-Fossés,94,,,940680000K0064,,,1,,15,,2,90.10,7,,,,4,4,Local industriel. commercial ou assimilé,71.00,0,,,,,,2.4728390,48.8071060,0000K
2023-1277544,2023-09-10,1,Vente,405000.00,4,,AV VERGNIAUD,9634,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DE0173,,,,,,,,,,,,,0,,,,,S,sols,,,191.00,2.4729550,48.7953030,000DE
2023-1277574,2023-09-15,1,Vente,286500.00,55,,RUE BOURDIGNON,0745,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CX0065,,,235,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4753220,48.7996190,000CX
2023-1277574,2023-09-15,1,Vente,286500.00,55,,RUE BOURDIGNON,0745,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CX0065,,,3,43.38,,,,,,,,,1,2,Appartement,44.00,2,,,,,,2.4753220,48.7996190,000CX
2023-1277595,2023-09-22,1,Vente,930000.00,12,,AV LEVERRIER,5235,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CF0106,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,381.00,2.4938390,48.7972270,000CF
2023-1277595,2023-09-22,1,Vente,930000.00,12,,AV LEVERRIER,5235,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CF0106,,,,,,,,,,,,,0,1,Maison,152.00,5,S,sols,,,381.00,2.4938390,48.7972270,000CF
2023-1277596,2023-09-22,1,Vente,210000.00,2,,RUE ARISTIDE BRIAND,0150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0039,,,1,,10,55.39,,,,,,,2,3,Dépendance,,0,,,,,,2.4838860,48.7978880,000CN
2023-1277596,2023-09-22,1,Vente,210000.00,2,,RUE ARISTIDE BRIAND,0150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0039,,,1,,10,55.39,,,,,,,2,3,Dépendance,,0,,,,,,2.4838860,48.7978880,000CN
2023-1277596,2023-09-22,1,Vente,210000.00,2,,RUE ARISTIDE BRIAND,0150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0039,,,1,,10,55.39,,,,,,,2,2,Appartement,60.00,3,,,,,,2.4838860,48.7978880,000CN
2023-1277620,2023-09-18,1,Vente,450000.00,6,,AV GALLIENI,4115,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0102,,,41,,9,77.01,,,,,,,2,3,Dépendance,,0,,,,,,2.4730770,48.8094170,0000J
2023-1277620,2023-09-18,1,Vente,450000.00,6,,AV GALLIENI,4115,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0102,,,41,,9,77.01,,,,,,,2,2,Appartement,76.00,4,,,,,,2.4730770,48.8094170,0000J
