id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2023-1264477,2023-01-04,1,Vente,425000.00,72,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BX0250,,,4,58.03,5,,,,,,,,2,2,Appartement,58.00,3,,,,,,2.4964610,48.7954010,000BX
2023-1264477,2023-01-04,1,Vente,425000.00,72,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BX0250,,,4,58.03,5,,,,,,,,2,3,Dépendance,,0,,,,,,2.4964610,48.7954010,000BX
2023-1264477,2023-01-04,1,Vente,425000.00,72,,RUE DELERUE,2528,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BX0250,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4964610,48.7954010,000BX
2023-1264484,2023-01-03,1,Vente,451000.00,1,,RUE DE PROVENCE,7295,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0008,,,94,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4753690,48.8106870,0000I
2023-1264484,2023-01-03,1,Vente,451000.00,1,,RUE DE PROVENCE,7295,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0008,,,41,70.57,,,,,,,,,1,2,Appartement,72.00,3,,,,,,2.4753690,48.8106870,0000I
2023-1264487,2023-01-05,1,Vente,820000.00,7,,AV DE L ARC,0145,94100,94068,Saint-Maur-des-Fossés,94,,,940680000X0081,,,,,,,,,,,,,0,1,Maison,75.00,3,S,sols,,,356.00,2.4910410,48.8071260,0000X
2023-1264489,2023-01-05,1,Vente,640000.00,8,,VLA LUCIA,5285,94100,94068,Saint-Maur-des-Fossés,94,,,940680000P0059,,,,,,,,,,,,,0,1,Maison,86.00,5,S,sols,,,330.00,2.4800300,48.8052700,0000P
2023-1264489,2023-01-05,1,Vente,640000.00,8,,VLA LUCIA,5285,94100,94068,Saint-Maur-des-Fossés,94,,,940680000P0059,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,330.00,2.4800300,48.8052700,0000P
2023-1264489,2023-01-05,1,Vente,640000.00,8,,VLA LUCIA,5285,94100,94068,Saint-Maur-des-Fossés,94,,,940680000P0059,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,330.00,2.4800300,48.8052700,0000P
2023-1264571,2023-01-10,1,Vente,423000.00,49,,RUE LEDRU ROLLIN,5211,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0143,,,163,,180,65.31,,,,,,,2,3,Dépendance,,0,,,,,,2.4846020,48.7944280,000DH
2023-1264571,2023-01-10,1,Vente,423000.00,80,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0143,,,107,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4846020,48.7944280,000DH
2023-1264571,2023-01-10,1,Vente,423000.00,49,,RUE LEDRU ROLLIN,5211,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0143,,,163,,180,65.31,,,,,,,2,2,Appartement,66.00,3,,,,,,2.4846020,48.7944280,000DH
2023-1264573,2023-01-10,1,Vente,275000.00,7,,RUE DU PETIT BEAUBOURG,7182,94100,94068,Saint-Maur-des-Fossés,94,,,940680000F0052,,,251,63.20,274,,,,,,,,2,3,Dépendance,,0,,,,,,2.4736180,48.8136360,0000F
2023-1264573,2023-01-10,1,Vente,275000.00,7,,RUE DU PETIT BEAUBOURG,7182,94100,94068,Saint-Maur-des-Fossés,94,,,940680000F0052,,,251,63.20,274,,,,,,,,2,2,Appartement,62.00,4,,,,,,2.4736180,48.8136360,0000F
2023-1264574,2023-01-11,1,Vente,204000.00,18,,AV DU GENERAL LECLERC,4172,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Z0001,,,122,36.12,47,,,,,,,,2,3,Dépendance,,0,,,,,,2.4896250,48.8049060,0000Z
2023-1264574,2023-01-11,1,Vente,204000.00,18,,AV DU GENERAL LECLERC,4172,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Z0001,,,122,36.12,47,,,,,,,,2,2,Appartement,38.00,1,,,,,,2.4896250,48.8049060,0000Z
2023-1264575,2023-01-10,1,Vente,350000.00,56,,AV DU MIDI,6249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0114,,,400,72.40,415,,,,,,,,2,3,Dépendance,,0,,,,,,2.5018490,48.7987170,000BU
2023-1264575,2023-01-10,1,Vente,350000.00,56,,AV DU MIDI,6249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0114,,,400,72.40,415,,,,,,,,2,2,Appartement,76.00,3,,,,,,2.5018490,48.7987170,000BU
2023-1264589,2023-01-12,1,Vente,324000.00,4,,AV DU BUISSON,0785,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BT0034,,,14,52.30,8,,,,,,,,2,2,Appartement,55.00,2,,,,,,2.5022780,48.8025360,000BT
2023-1264589,2023-01-12,1,Vente,324000.00,4,,AV DU BUISSON,0785,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BT0034,,,14,52.30,8,,,,,,,,2,3,Dépendance,,0,,,,,,2.5022780,48.8025360,000BT
2023-1264594,2023-01-11,1,Vente,25000.00,2,,AV DU MIDI,6249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CD0065,,,131,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4944180,48.8021490,000CD
2023-1264612,2023-01-06,1,Vente,445000.00,14,,RUE ARISTIDE BRIAND,0150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0139,,,2,,47,,80,,,,,,3,2,Appartement,94.00,5,,,,,,2.4835160,48.7968410,000CN
2023-1264612,2023-01-06,1,Vente,445000.00,14,,RUE ARISTIDE BRIAND,0150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0139,,,2,,47,,80,,,,,,3,3,Dépendance,,0,,,,,,2.4835160,48.7968410,000CN
2023-1264612,2023-01-06,1,Vente,445000.00,14,,RUE ARISTIDE BRIAND,0150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0139,,,2,,47,,80,,,,,,3,3,Dépendance,,0,,,,,,2.4835160,48.7968410,000CN
2023-1264612,2023-01-06,1,Vente,445000.00,14,,RUE ARISTIDE BRIAND,0150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CN0139,,,112,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4835160,48.7968410,000CN
2023-1264657,2023-01-13,1,Vente,251873.77,40,,AV GUYNEMER,4290,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DQ0148,,,119,50.19,164,,,,,,,,2,3,Dépendance,,0,,,,,,2.4836410,48.7868850,000DQ
2023-1264657,2023-01-13,1,Vente,251873.77,40,,AV GUYNEMER,4290,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DQ0148,,,119,50.19,164,,,,,,,,2,2,Appartement,54.00,2,,,,,,2.4836410,48.7868850,000DQ
2023-1264657,2023-01-13,1,Vente,251873.77,40,,AV GUYNEMER,4290,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DQ0148,,,193,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4836410,48.7868850,000DQ
2023-1264658,2023-01-16,1,Vente,191000.00,17,,RUE DUSSAULT,2595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0047,,,230,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4779970,48.8003430,000CO
2023-1264658,2023-01-16,1,Vente,191000.00,17,,RUE DUSSAULT,2595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0047,,,226,31.16,,,,,,,,,1,2,Appartement,35.00,1,,,,,,2.4779970,48.8003430,000CO
2023-1264658,2023-01-16,1,Vente,191000.00,17,,RUE DUSSAULT,2595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0047,,,226,31.16,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4779970,48.8003430,000CO
2023-1264659,2023-01-13,1,Vente,732500.00,4,,RUE DES PAVILLONS,7161,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DG0085,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,301.00,2.4811540,48.7954460,000DG
2023-1264659,2023-01-13,1,Vente,732500.00,4,,RUE DES PAVILLONS,7161,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DG0085,,,,,,,,,,,,,0,1,Maison,96.00,4,S,sols,,,301.00,2.4811540,48.7954460,000DG
2023-1264664,2023-01-13,1,Vente,1174700.00,6,T,PL DES MARRONNIERS,6205,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AI0063,,,,,,,,,,,,,0,1,Maison,124.00,5,S,sols,,,320.00,2.4982130,48.8047920,000AI
2023-1264704,2023-01-17,1,Vente,306000.00,35,,AV MAHIEU,6116,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0147,,,51,55.80,52,,,,,,,,2,2,Appartement,54.00,3,,,,,,2.4771000,48.8105760,0000I
2023-1264704,2023-01-17,1,Vente,306000.00,35,,AV MAHIEU,6116,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0147,,,51,55.80,52,,,,,,,,2,3,Dépendance,,0,,,,,,2.4771000,48.8105760,0000I
2023-1264721,2023-01-11,1,Vente,420000.00,6,B,AV LITTRE,5265,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0101,,,13,65.19,28,,,,,,,,2,3,Dépendance,,0,,,,,,2.4934080,48.8008040,000CE
2023-1264721,2023-01-11,1,Vente,420000.00,6,B,AV LITTRE,5265,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0101,,,13,65.19,28,,,,,,,,2,2,Appartement,74.00,3,,,,,,2.4934080,48.8008040,000CE
2023-1264721,2023-01-11,1,Vente,420000.00,6,B,AV LITTRE,5265,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0101,,,93,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4934080,48.8008040,000CE
2023-1264755,2023-01-17,1,Vente,335000.00,75,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CD0092,,,99,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4958740,48.8010410,000CD
2023-1264755,2023-01-17,1,Vente,335000.00,75,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CD0092,,,63,54.11,73,,,,,,,,2,3,Dépendance,,0,,,,,,2.4958740,48.8010410,000CD
2023-1264755,2023-01-17,1,Vente,335000.00,75,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CD0092,,,63,54.11,73,,,,,,,,2,2,Appartement,51.00,3,,,,,,2.4958740,48.8010410,000CD
2023-1264759,2023-01-12,1,Vente,900000.00,5,,AV DU RESERVOIR,8170,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AD0031,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,585.00,2.4962070,48.8079030,000AD
2023-1264759,2023-01-12,1,Vente,900000.00,5,,AV DU RESERVOIR,8170,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AD0031,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,585.00,2.4962070,48.8079030,000AD
2023-1264759,2023-01-12,1,Vente,900000.00,5,,AV DU RESERVOIR,8170,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AD0031,,,,,,,,,,,,,0,1,Maison,140.00,7,S,sols,,,585.00,2.4962070,48.8079030,000AD
2023-1264763,2023-01-18,1,Vente,190000.00,111,T,RUE LEDRU ROLLIN,5211,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DO0121,,,3,42.63,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4899320,48.7903160,000DO
2023-1264763,2023-01-18,1,Vente,190000.00,111,T,RUE LEDRU ROLLIN,5211,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DO0121,,,3,42.63,,,,,,,,,1,2,Appartement,40.00,2,,,,,,2.4899320,48.7903160,000DO
2023-1264764,2023-01-17,1,Vente,218000.00,8,,RUE DU FOUR,3565,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0109,,,370,,470,,,,,,,,2,2,Appartement,41.00,2,,,,,,2.4703140,48.8110930,0000D
2023-1264764,2023-01-17,1,Vente,218000.00,8,,RUE DU FOUR,3565,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0109,,,370,,470,,,,,,,,2,3,Dépendance,,0,,,,,,2.4703140,48.8110930,0000D
2023-1264772,2023-01-17,1,Vente,268000.00,66,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0112,,,20,,3,64.85,,,,,,,2,3,Dépendance,,0,,,,,,2.4938270,48.8011160,000CE
2023-1264772,2023-01-17,1,Vente,268000.00,66,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0112,,,3,64.85,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4938270,48.8011160,000CE
2023-1264772,2023-01-17,1,Vente,268000.00,66,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0112,,,20,,3,64.85,,,,,,,2,2,Appartement,65.00,4,,,,,,2.4938270,48.8011160,000CE
2023-1264809,2023-01-19,1,Vente,201300.00,57,,AV DE L EST,3172,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AM0097,,,16,31.56,19,,,,,,,,2,2,Appartement,31.00,3,,,,,,2.5055720,48.8053710,000AM
2023-1264809,2023-01-19,1,Vente,201300.00,57,,AV DE L EST,3172,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AM0097,,,16,31.56,19,,,,,,,,2,3,Dépendance,,0,,,,,,2.5055720,48.8053710,000AM
2023-1264809,2023-01-19,1,Vente,201300.00,57,,AV DE L EST,3172,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AM0097,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.5055720,48.8053710,000AM
2023-1264817,2023-01-20,1,Vente,125500.00,102,,AV DU BOIS GUIMIER,0725,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0078,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4850840,48.7985330,000CM
2023-1264817,2023-01-20,1,Vente,125500.00,100,B,AV DU BOIS GUIMIER,0725,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0078,,,1,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,27.00,0,,,,,,2.4850840,48.7985330,000CM
2023-1264817,2023-01-20,1,Vente,125500.00,100,B,AV DU BOIS GUIMIER,0725,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0078,,,2,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,27.00,0,,,,,,2.4850840,48.7985330,000CM
2023-1264829,2023-01-13,1,Vente,912940.00,8,B,AV BEAUREPAIRE,0662,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DE0098,,,,,,,,,,,,,0,1,Maison,154.00,6,S,sols,,,347.00,2.4731000,48.7924290,000DE
2023-1264844,2023-01-06,1,Vente,100000.00,75,B,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0129,,,111,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4801040,48.7928630,000DH
2023-1264844,2023-01-06,1,Vente,100000.00,75,B,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0129,,,54,,56,28.53,71,,,,,,3,3,Dépendance,,0,,,,,,2.4801040,48.7928630,000DH
2023-1264844,2023-01-06,1,Vente,100000.00,75,B,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0129,,,54,,56,28.53,71,,,,,,3,3,Dépendance,,0,,,,,,2.4801040,48.7928630,000DH
2023-1264844,2023-01-06,1,Vente,100000.00,75,B,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0129,,,54,,56,28.53,71,,,,,,3,2,Appartement,29.00,1,,,,,,2.4801040,48.7928630,000DH
2023-1264877,2023-01-10,1,Vente,320000.00,47,,AV DE CONDE,1635,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0033,,,412,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4802070,48.8110720,0000H
2023-1264877,2023-01-10,1,Vente,320000.00,12,,RUE DU DAUPHINE,2513,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0033,,,345,51.69,364,,,,,,,,2,2,Appartement,53.00,3,,,,,,2.4802070,48.8110720,0000H
2023-1264877,2023-01-10,1,Vente,320000.00,12,,RUE DU DAUPHINE,2513,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0033,,,345,51.69,364,,,,,,,,2,3,Dépendance,,0,,,,,,2.4802070,48.8110720,0000H
2023-1264911,2023-01-20,1,Vente,305000.00,90,,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0133,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4794950,48.7922540,000DI
2023-1264911,2023-01-20,1,Vente,305000.00,90,,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0133,,,42,46.18,,,,,,,,,1,2,Appartement,46.00,2,,,,,,2.4794950,48.7922540,000DI
2023-1264922,2023-01-20,1,Vente,9500.00,85,,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000R0007,,,422,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4824500,48.8065820,0000R
2023-1264953,2023-01-19,1,Vente,330000.00,59,,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Q0156,,,10,,4,53.37,,,,,,,2,2,Appartement,53.00,3,,,,,,2.4793990,48.8078940,0000Q
2023-1264953,2023-01-19,1,Vente,330000.00,59,,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Q0156,,,10,,4,53.37,,,,,,,2,3,Dépendance,,0,,,,,,2.4793990,48.8078940,0000Q
2023-1264973,2023-01-12,1,Vente,1167000.00,8,,AV D ARROMANCHES,0166,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0110,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,680.00,2.4796360,48.7915310,000DI
2023-1264973,2023-01-12,1,Vente,1167000.00,8,,AV D ARROMANCHES,0166,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0110,,,,,,,,,,,,,0,1,Maison,133.00,5,S,sols,,,680.00,2.4796360,48.7915310,000DI
2023-1264975,2023-01-11,1,Vente,910000.00,31,,RUE FELIX MATHIEU,3520,94100,94068,Saint-Maur-des-Fossés,94,,,940680000L0002,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,328.00,2.4663690,48.8064390,0000L
2023-1264975,2023-01-11,1,Vente,910000.00,31,,RUE FELIX MATHIEU,3520,94100,94068,Saint-Maur-des-Fossés,94,,,940680000L0002,,,,,,,,,,,,,0,1,Maison,116.00,5,S,sols,,,328.00,2.4663690,48.8064390,0000L
2023-1264977,2023-01-18,1,Vente,915000.00,18,,RUE CLEMENT,1580,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CS0070,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,295.00,2.4775270,48.8012370,000CS
2023-1264977,2023-01-18,1,Vente,915000.00,18,,RUE CLEMENT,1580,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CS0070,,,,,,,,,,,,,0,1,Maison,105.00,3,S,sols,,,295.00,2.4775270,48.8012370,000CS
2023-1264991,2023-01-24,1,Vente,600000.00,8,,RUE EDOUARD VALLERAND,3125,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CQ0033,,,6,71.02,,,,,,,,,1,2,Appartement,71.00,3,,,,,,2.4829240,48.8041750,000CQ
2023-1264992,2023-01-25,1,Vente,230000.00,19,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0050,,,47,,7,34.13,,,,,,,2,2,Appartement,33.00,1,,,,,,2.4725550,48.8093100,0000J
2023-1264992,2023-01-25,1,Vente,230000.00,19,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0050,,,103,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4725550,48.8093100,0000J
2023-1264992,2023-01-25,1,Vente,230000.00,19,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0050,,,47,,7,34.13,,,,,,,2,3,Dépendance,,0,,,,,,2.4725550,48.8093100,0000J
2023-1264993,2023-01-24,1,Vente,190000.00,84,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0050,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4919530,48.8096160,0000V
2023-1264993,2023-01-24,1,Vente,190000.00,84,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0050,,,15,,50,35.44,,,,,,,2,2,Appartement,51.00,1,,,,,,2.4919530,48.8096160,0000V
2023-1264993,2023-01-24,1,Vente,190000.00,84,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000V0050,,,15,,50,35.44,,,,,,,2,3,Dépendance,,0,,,,,,2.4919530,48.8096160,0000V
2023-1264994,2023-01-24,1,Vente,379000.00,66,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0112,,,14,79.13,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4938270,48.8011160,000CE
2023-1264994,2023-01-24,1,Vente,379000.00,66,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0112,,,14,79.13,31,,,,,,,,2,3,Dépendance,,0,,,,,,2.4938270,48.8011160,000CE
2023-1264994,2023-01-24,1,Vente,379000.00,66,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0112,,,14,79.13,31,,,,,,,,2,2,Appartement,77.00,4,,,,,,2.4938270,48.8011160,000CE
2023-1264998,2023-01-24,1,Vente,295330.00,1,,LES LOGIS DE LA PIE,A085,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DK0067,,,36,,8,72.59,,,,,,,2,3,Dépendance,,0,,,,,,2.4763380,48.7883450,000DK
2023-1264998,2023-01-24,1,Vente,295330.00,1,,LES LOGIS DE LA PIE,A085,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DK0067,,,193,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4763380,48.7883450,000DK
2023-1264998,2023-01-24,1,Vente,295330.00,1,,LES LOGIS DE LA PIE,A085,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DK0067,,,36,,8,72.59,,,,,,,2,2,Appartement,70.00,4,,,,,,2.4763380,48.7883450,000DK
2023-1265008,2023-01-24,1,Vente,280000.00,63,,AV DES LACS,5120,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AH0049,,,17,,8,46.03,,,,,,,2,2,Appartement,55.00,1,,,,,,2.5034840,48.8068530,000AH
2023-1265008,2023-01-24,1,Vente,280000.00,63,,AV DES LACS,5120,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AH0049,,,17,,8,46.03,,,,,,,2,3,Dépendance,,0,,,,,,2.5034840,48.8068530,000AH
2023-1265008,2023-01-24,1,Vente,280000.00,63,,AV DES LACS,5120,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AH0049,,,44,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.5034840,48.8068530,000AH
2023-1265033,2023-01-13,1,Vente,360000.00,25,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0054,,,128,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4734870,48.8086850,0000J
2023-1265033,2023-01-13,1,Vente,360000.00,25,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0054,,,24,67.53,56,,,,,,,,2,2,Appartement,65.00,3,,,,,,2.4734870,48.8086850,0000J
2023-1265033,2023-01-13,1,Vente,360000.00,25,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0054,,,24,67.53,56,,,,,,,,2,3,Dépendance,,0,,,,,,2.4734870,48.8086850,0000J
2023-1265072,2023-01-11,1,Vente,470000.00,102,,RUE DU DOCTEUR ROUX,2585,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DU0031,,,,,,,,,,,,,0,1,Maison,75.00,3,S,sols,,,234.00,2.4881230,48.7869710,000DU
2023-1265100,2023-01-25,1,Vente,200000.00,64,,AV DES LACS,5120,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AM0151,,,15,35.87,22,,9,,,,,,3,3,Dépendance,,0,,,,,,2.5044170,48.8057370,000AM
2023-1265100,2023-01-25,1,Vente,200000.00,64,,AV DES LACS,5120,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AM0151,,,15,35.87,22,,9,,,,,,3,3,Dépendance,,0,,,,,,2.5044170,48.8057370,000AM
2023-1265100,2023-01-25,1,Vente,200000.00,64,,AV DES LACS,5120,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AM0151,,,15,35.87,22,,9,,,,,,3,2,Appartement,37.00,2,,,,,,2.5044170,48.8057370,000AM
2023-1265107,2023-01-25,1,Vente,165000.00,8,,AV DU BOIS GUIMIER,0725,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CR0169,,,48,27.07,64,,,,,,,,2,3,Dépendance,,0,,,,,,2.4791530,48.8040260,000CR
2023-1265107,2023-01-25,1,Vente,165000.00,8,,AV DU BOIS GUIMIER,0725,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CR0169,,,48,27.07,64,,,,,,,,2,2,Appartement,25.00,1,,,,,,2.4791530,48.8040260,000CR
2023-1265109,2023-01-25,1,Vente,342000.00,16,,AV PASTEUR,7134,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0102,,,206,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4701780,48.8119270,0000D
2023-1265109,2023-01-25,1,Vente,342000.00,16,,AV PASTEUR,7134,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0102,,,107,,6,60.33,,,,,,,2,2,Appartement,36.00,2,,,,,,2.4701780,48.8119270,0000D
2023-1265109,2023-01-25,1,Vente,342000.00,16,,AV PASTEUR,7134,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0102,,,107,,6,60.33,,,,,,,2,3,Dépendance,,0,,,,,,2.4701780,48.8119270,0000D
2023-1265119,2023-01-26,1,Vente,471200.00,5,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0002,,,1441,69.01,,,,,,,,,1,2,Appartement,70.00,3,,,,,,2.4864800,48.8045480,0000Y
2023-1265119,2023-01-26,1,Vente,471200.00,5,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0002,,,1496,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4864800,48.8045480,0000Y
2023-1265136,2023-01-25,1,Vente,257000.00,39,,RUE DU CHEMIN VERT,1535,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0157,,,21,,7,45.04,,,,,,,2,3,Dépendance,,0,,,,,,2.4784750,48.8000640,000CO
